State Code,State Name,Type,Age Group,Two Total,Two Male,Two Female,Three Total,Three Male,Three Female
25,DAMAN & DIU,Total,30-49,27437,16627,10810,12143,8169,3974
25,DAMAN & DIU,Total,50-69,6474,3917,2557,3057,2096,961
25,DAMAN & DIU,Total,70+,1045,562,483,478,325,153
25,DAMAN & DIU,Total,Age not stated,107,67,40,22,14,8
25,DAMAN & DIU,Rural,Total,20990,11797,9193,7809,4991,2818
25,DAMAN & DIU,Rural,5-9,689,342,347,97,57,40
25,DAMAN & DIU,Rural,10-14,2989,1504,1485,655,369,286
25,DAMAN & DIU,Rural,15-19,3318,1744,1574,1610,875,735
25,DAMAN & DIU,Rural,20-24,3234,1783,1451,1470,902,568
25,DAMAN & DIU,Rural,25-29,2689,1472,1217,1118,715,403
25,DAMAN & DIU,Rural,30-49,6282,3797,2485,2370,1691,679
25,DAMAN & DIU,Rural,50-69,1556,1028,528,432,347,85
25,DAMAN & DIU,Rural,70+,200,111,89,48,29,19
25,DAMAN & DIU,Rural,Age not stated,33,16,17,9,6,3
25,DAMAN & DIU,Urban,Total,61037,37607,23430,26793,16865,9928
25,DAMAN & DIU,Urban,5-9,2677,1454,1223,753,420,333
25,DAMAN & DIU,Urban,10-14,4575,2459,2116,2130,1118,1012
25,DAMAN & DIU,Urban,15-19,6573,4114,2459,3131,1773,1358
25,DAMAN & DIU,Urban,20-24,10517,7194,3323,3924,2489,1435
25,DAMAN & DIU,Urban,25-29,9703,6165,3538,4014,2534,1480
25,DAMAN & DIU,Urban,30-49,21155,12830,8325,9773,6478,3295
25,DAMAN & DIU,Urban,50-69,4918,2889,2029,2625,1749,876
25,DAMAN & DIU,Urban,70+,845,451,394,430,296,134
25,DAMAN & DIU,Urban,Age not stated,74,51,23,13,8,5
26,DADRA & NAGAR HAVELI,Total,Total,127467,68955,58512,71516,44256,27260
26,DADRA & NAGAR HAVELI,Total,5-9,13483,7065,6418,2808,1483,1325
26,DADRA & NAGAR HAVELI,Total,10-14,16222,8408,7814,11167,6062,5105
26,DADRA & NAGAR HAVELI,Total,15-19,12481,6751,5730,11199,6498,4701
26,DADRA & NAGAR HAVELI,Total,20-24,16969,9565,7404,10523,6328,4195
26,DADRA & NAGAR HAVELI,Total,25-29,16213,8913,7300,9238,5771,3467
26,DADRA & NAGAR HAVELI,Total,30-49,38106,20960,17146,21595,14626,6969
26,DADRA & NAGAR HAVELI,Total,50-69,12096,6389,5707,4495,3191,1304
26,DADRA & NAGAR HAVELI,Total,70+,1765,832,933,443,272,171
26,DADRA & NAGAR HAVELI,Total,Age not stated,132,72,60,48,25,23
26,DADRA & NAGAR HAVELI,Rural,Total,70674,36412,34262,39658,24897,14761
26,DADRA & NAGAR HAVELI,Rural,5-9,9544,4913,4631,1335,677,658
26,DADRA & NAGAR HAVELI,Rural,10-14,10788,5535,5253,7969,4288,3681
26,DADRA & NAGAR HAVELI,Rural,15-19,7068,3568,3500,7697,4526,3171
26,DADRA & NAGAR HAVELI,Rural,20-24,8470,4494,3976,6404,4018,2386
26,DADRA & NAGAR HAVELI,Rural,25-29,7406,3907,3499,4701,3172,1529
26,DADRA & NAGAR HAVELI,Rural,30-49,18854,9616,9238,9273,6583,2690
26,DADRA & NAGAR HAVELI,Rural,50-69,7447,3877,3570,2073,1518,555
26,DADRA & NAGAR HAVELI,Rural,70+,1028,459,569,180,103,77
26,DADRA & NAGAR HAVELI,Rural,Age not stated,69,43,26,26,12,14
26,DADRA & NAGAR HAVELI,Urban,Total,56793,32543,24250,31858,19359,12499
26,DADRA & NAGAR HAVELI,Urban,5-9,3939,2152,1787,1473,806,667
26,DADRA & NAGAR HAVELI,Urban,10-14,5434,2873,2561,3198,1774,1424
26,DADRA & NAGAR HAVELI,Urban,15-19,5413,3183,2230,3502,1972,1530
26,DADRA & NAGAR HAVELI,Urban,20-24,8499,5071,3428,4119,2310,1809
26,DADRA & NAGAR HAVELI,Urban,25-29,8807,5006,3801,4537,2599,1938
26,DADRA & NAGAR HAVELI,Urban,30-49,19252,11344,7908,12322,8043,4279
26,DADRA & NAGAR HAVELI,Urban,50-69,4649,2512,2137,2422,1673,749
26,DADRA & NAGAR HAVELI,Urban,70+,737,373,364,263,169,94
26,DADRA & NAGAR HAVELI,Urban,Age not stated,63,29,34,22,13,9
27,MAHARASHTRA,Total,Total,37695132,20579481,17115651,19724729,11455478,8269251
27,MAHARASHTRA,Total,5-9,1841785,971431,870354,427001,227799,199202
27,MAHARASHTRA,Total,10-14,4146991,2187018,1959973,1531016,810747,720269
27,MAHARASHTRA,Total,15-19,4582822,2474106,2108716,2785964,1494641,1291323
27,MAHARASHTRA,Total,20-24,4611205,2471506,2139699,3002122,1667890,1334232
27,MAHARASHTRA,Total,25-29,4250491,2274927,1975564,2556589,1449460,1107129
27,MAHARASHTRA,Total,30-49,11978850,6650169,5328681,6333288,3825044,2508244
27,MAHARASHTRA,Total,50-69,5043984,2871969,2172015,2527182,1626889,900293
27,MAHARASHTRA,Total,70+,1104461,604041,500420,495480,314559,180921
27,MAHARASHTRA,Total,Age not stated,134543,74314,60229,66087,38449,27638
27,MAHARASHTRA,Rural,Total,18305693,10388783,7916910,6072975,3791321,2281654
27,MAHARASHTRA,Rural,5-9,786820,414100,372720,85637,46050,39587
27,MAHARASHTRA,Rural,10-14,2175696,1146359,1029337,550208,292798,257410
27,MAHARASHTRA,Rural,15-19,2592070,1408288,1183782,1188201,657582,530619
27,MAHARASHTRA,Rural,20-24,2396922,1308774,1088148,1134047,678282,455765
27,MAHARASHTRA,Rural,25-29,2064957,1142999,921958,825250,516294,308956
27,MAHARASHTRA,Rural,30-49,5468048,3236347,2231701,1674183,1149478,524705
27,MAHARASHTRA,Rural,50-69,2249044,1388709,860335,506587,375191,131396
27,MAHARASHTRA,Rural,70+,513028,309477,203551,90968,64481,26487
27,MAHARASHTRA,Rural,Age not stated,59108,33730,25378,17894,11165,6729
27,MAHARASHTRA,Urban,Total,19389439,10190698,9198741,13651754,7664157,5987597
27,MAHARASHTRA,Urban,5-9,1054965,557331,497634,341364,181749,159615
27,MAHARASHTRA,Urban,10-14,1971295,1040659,930636,980808,517949,462859
27,MAHARASHTRA,Urban,15-19,1990752,1065818,924934,1597763,837059,760704
27,MAHARASHTRA,Urban,20-24,2214283,1162732,1051551,1868075,989608,878467
27,MAHARASHTRA,Urban,25-29,2185534,1131928,1053606,1731339,933166,798173
27,MAHARASHTRA,Urban,30-49,6510802,3413822,3096980,4659105,2675566,1983539
27,MAHARASHTRA,Urban,50-69,2794940,1483260,1311680,2020595,1251698,768897
27,MAHARASHTRA,Urban,70+,591433,294564,296869,404512,250078,154434
27,MAHARASHTRA,Urban,Age not stated,75435,40584,34851,48193,27284,20909
28,ANDHRA PRADESH,Total,Total,15238958,8357610,6881348,6344376,3836382,2507994
28,ANDHRA PRADESH,Total,5-9,870061,449252,420809,115782,60417,55365
28,ANDHRA PRADESH,Total,10-14,1647345,853159,794186,565173,287163,278010
28,ANDHRA PRADESH,Total,15-19,2087538,1096180,991358,1050652,554499,496153
28,ANDHRA PRADESH,Total,20-24,2047177,1088659,958518,1038315,583144,455171
28,ANDHRA PRADESH,Total,25-29,1753360,949387,803973,838481,498114,340367
28,ANDHRA PRADESH,Total,30-49,4481547,2590677,1890870,1887033,1246429,640604
28,ANDHRA PRADESH,Total,50-69,1819298,1035974,783324,664191,481875,182316
28,ANDHRA PRADESH,Total,70+,380539,212177,168362,113967,83106,30861
28,ANDHRA PRADESH,Total,Age not stated,152093,82145,69948,70782,41635,29147
28,ANDHRA PRADESH,Rural,Total,8500920,4705043,3795877,2361512,1475239,886273
28,ANDHRA PRADESH,Rural,5-9,519681,268287,251394,31000,16420,14580
28,ANDHRA PRADESH,Rural,10-14,987732,513529,474203,271257,138864,132393
28,ANDHRA PRADESH,Rural,15-19,1239958,666524,573434,528154,287382,240772
28,ANDHRA PRADESH,Rural,20-24,1172308,650240,522068,457619,278555,179064
28,ANDHRA PRADESH,Rural,25-29,959980,536689,423291,314178,205362,108816
28,ANDHRA PRADESH,Rural,30-49,2339972,1364946,975026,557059,399263,157796
28,ANDHRA PRADESH,Rural,50-69,993319,546939,446380,153434,115437,37997
28,ANDHRA PRADESH,Rural,70+,221174,121342,99832,28809,21487,7322
28,ANDHRA PRADESH,Rural,Age not stated,66796,36547,30249,20002,12469,7533
28,ANDHRA PRADESH,Urban,Total,6738038,3652567,3085471,3982864,2361143,1621721
28,ANDHRA PRADESH,Urban,5-9,350380,180965,169415,84782,43997,40785
28,ANDHRA PRADESH,Urban,10-14,659613,339630,319983,293916,148299,145617
28,ANDHRA PRADESH,Urban,15-19,847580,429656,417924,522498,267117,255381
28,ANDHRA PRADESH,Urban,20-24,874869,438419,436450,580696,304589,276107
28,ANDHRA PRADESH,Urban,25-29,793380,412698,380682,524303,292752,231551
28,ANDHRA PRADESH,Urban,30-49,2141575,1225731,915844,1329974,847166,482808
28,ANDHRA PRADESH,Urban,50-69,825979,489035,336944,510757,366438,144319
28,ANDHRA PRADESH,Urban,70+,159365,90835,68530,85158,61619,23539
28,ANDHRA PRADESH,Urban,Age not stated,85297,45598,39699,50780,29166,21614
29,KARNATAKA,Total,Total,16420465,8513790,7906675,7832129,4519095,3313034
29,KARNATAKA,Total,5-9,1099923,565142,534781,206401,106584,99817
29,KARNATAKA,Total,10-14,1726449,891126,835323,582959,299680,283279
29,KARNATAKA,Total,15-19,1853483,968441,885042,930411,482025,448386
29,KARNATAKA,Total,20-24,1935915,1008794,927121,1063860,574968,488892
29,KARNATAKA,Total,25-29,1813823,924699,889124,1000446,558250,442196
29,KARNATAKA,Total,30-49,5053037,2660127,2392910,2667185,1613216,1053969
29,KARNATAKA,Total,50-69,2348325,1204697,1143628,1152408,738377,414031
29,KARNATAKA,Total,70+,578328,284511,293817,224335,143605,80730
29,KARNATAKA,Total,Age not stated,11182,6253,4929,4124,2390,1734
29,KARNATAKA,Rural,Total,8694265,4562138,4132127,2048187,1236259,811928
29,KARNATAKA,Rural,5-9,578309,296930,281379,42366,22007,20359
29,KARNATAKA,Rural,10-14,947983,490679,457304,173946,90619,83327
29,KARNATAKA,Rural,15-19,1037302,549423,487879,322466,173699,148767
29,KARNATAKA,Rural,20-24,1006229,535574,470655,320275,184695,135580
29,KARNATAKA,Rural,25-29,907135,471911,435224,253381,153725,99656
29,KARNATAKA,Rural,30-49,2590853,1376908,1213945,625881,404663,221218
29,KARNATAKA,Rural,50-69,1285243,668377,616866,255619,171323,84296
29,KARNATAKA,Rural,70+,335659,169270,166389,53293,34937,18356
29,KARNATAKA,Rural,Age not stated,5552,3066,2486,960,591,369
29,KARNATAKA,Urban,Total,7726200,3951652,3774548,5783942,3282836,2501106
29,KARNATAKA,Urban,5-9,521614,268212,253402,164035,84577,79458
29,KARNATAKA,Urban,10-14,778466,400447,378019,409013,209061,199952
29,KARNATAKA,Urban,15-19,816181,419018,397163,607945,308326,299619
29,KARNATAKA,Urban,20-24,929686,473220,456466,743585,390273,353312
29,KARNATAKA,Urban,25-29,906688,452788,453900,747065,404525,342540
29,KARNATAKA,Urban,30-49,2462184,1283219,1178965,2041304,1208553,832751
29,KARNATAKA,Urban,50-69,1063082,536320,526762,896789,567054,329735
29,KARNATAKA,Urban,70+,242669,115241,127428,171042,108668,62374
29,KARNATAKA,Urban,Age not stated,5630,3187,2443,3164,1799,1365
30,GOA,Total,Total,384903,192062,192841,741249,395322,345927
30,GOA,Total,5-9,35672,18264,17408,19717,10207,9510
30,GOA,Total,10-14,37980,19787,18193,60922,31258,29664
30,GOA,Total,15-19,27104,14679,12425,77536,39797,37739
30,GOA,Total,20-24,34773,19527,15246,81507,42338,39169
30,GOA,Total,25-29,35335,18081,17254,82875,42046,40829
30,GOA,Total,30-49,123069,59760,63309,280213,148773,131440
30,GOA,Total,50-69,71479,33237,38242,117897,69045,48852
30,GOA,Total,70+,18840,8397,10443,19902,11490,8412
30,GOA,Total,Age not stated,651,330,321,680,368,312
30,GOA,Rural,Total,151061,73731,77330,261781,141675,120106
30,GOA,Rural,5-9,14080,7156,6924,5353,2697,2656
30,GOA,Rural,10-14,15287,7803,7484,21850,11138,10712
30,GOA,Rural,15-19,9570,5032,4538,29838,15245,14593
30,GOA,Rural,20-24,11737,6177,5560,31127,15863,15264
30,GOA,Rural,25-29,12947,6349,6598,32179,16485,15694
30,GOA,Rural,30-49,48936,22889,26047,100396,55164,45232
30,GOA,Rural,50-69,30578,14529,16049,35334,21731,13603
30,GOA,Rural,70+,7600,3626,3974,5420,3184,2236
30,GOA,Rural,Age not stated,326,170,156,284,168,116
30,GOA,Urban,Total,233842,118331,115511,479468,253647,225821
30,GOA,Urban,5-9,21592,11108,10484,14364,7510,6854
30,GOA,Urban,10-14,22693,11984,10709,39072,20120,18952
30,GOA,Urban,15-19,17534,9647,7887,47698,24552,23146
30,GOA,Urban,20-24,23036,13350,9686,50380,26475,23905
30,GOA,Urban,25-29,22388,11732,10656,50696,25561,25135
30,GOA,Urban,30-49,74133,36871,37262,179817,93609,86208
30,GOA,Urban,50-69,40901,18708,22193,82563,47314,35249
30,GOA,Urban,70+,11240,4771,6469,14482,8306,6176
30,GOA,Urban,Age not stated,325,160,165,396,200,196
31,LAKSHADWEEP,Total,Total,8572,4903,3669,9981,6435,3546
31,LAKSHADWEEP,Total,5-9,110,61,49,43,24,19
31,LAKSHADWEEP,Total,10-14,525,225,300,413,200,213
31,LAKSHADWEEP,Total,15-19,1004,484,520,1251,608,643
31,LAKSHADWEEP,Total,20-24,1169,607,562,1515,806,709
31,LAKSHADWEEP,Total,25-29,1177,653,524,1456,837,619
31,LAKSHADWEEP,Total,30-49,3158,1823,1335,3706,2603,1103
31,LAKSHADWEEP,Total,50-69,1249,889,360,1512,1298,214
31,LAKSHADWEEP,Total,70+,178,160,18,74,55,19
31,LAKSHADWEEP,Total,Age not stated,2,1,1,11,4,7
31,LAKSHADWEEP,Rural,Total,1500,875,625,2007,1213,794
31,LAKSHADWEEP,Rural,5-9,7,3,4,23,12,11
31,LAKSHADWEEP,Rural,10-14,61,26,35,62,24,38
31,LAKSHADWEEP,Rural,15-19,197,74,123,243,98,145
31,LAKSHADWEEP,Rural,20-24,254,133,121,336,169,167
31,LAKSHADWEEP,Rural,25-29,221,125,96,303,167,136
31,LAKSHADWEEP,Rural,30-49,549,354,195,740,509,231
31,LAKSHADWEEP,Rural,50-69,197,150,47,278,221,57
31,LAKSHADWEEP,Rural,70+,13,10,3,21,12,9
31,LAKSHADWEEP,Rural,Age not stated,1,0,1,1,1,0
31,LAKSHADWEEP,Urban,Total,7072,4028,3044,7974,5222,2752
31,LAKSHADWEEP,Urban,5-9,103,58,45,20,12,8
31,LAKSHADWEEP,Urban,10-14,464,199,265,351,176,175
31,LAKSHADWEEP,Urban,15-19,807,410,397,1008,510,498
31,LAKSHADWEEP,Urban,20-24,915,474,441,1179,637,542
31,LAKSHADWEEP,Urban,25-29,956,528,428,1153,670,483
31,LAKSHADWEEP,Urban,30-49,2609,1469,1140,2966,2094,872
31,LAKSHADWEEP,Urban,50-69,1052,739,313,1234,1077,157
31,LAKSHADWEEP,Urban,70+,165,150,15,53,43,10
31,LAKSHADWEEP,Urban,Age not stated,1,1,0,10,3,7
32,KERALA,Total,Total,4974574,2559063,2415511,3188813,1734057,1454756
32,KERALA,Total,5-9,102650,51792,50858,21734,10913,10821
32,KERALA,Total,10-14,323468,161604,161864,164088,78390,85698
32,KERALA,Total,15-19,590112,292122,297990,394355,187751,206604
32,KERALA,Total,20-24,685063,332194,352869,451745,217414,234331
32,KERALA,Total,25-29,555072,257571,297501,365227,176347,188880
32,KERALA,Total,30-49,1742597,886040,856557,1089354,591318,498036
32,KERALA,Total,50-69,809147,480087,329060,595956,395989,199967
32,KERALA,Total,70+,162551,95574,66977,104238,74815,29423
32,KERALA,Total,Age not stated,3914,2079,1835,2116,1120,996
32,KERALA,Rural,Total,2453128,1270901,1182227,1360343,742683,617660
32,KERALA,Rural,5-9,47238,23864,23374,8201,4089,4112
32,KERALA,Rural,10-14,157663,78081,79582,73213,34400,38813
32,KERALA,Rural,15-19,301309,149025,152284,181418,86526,94892
32,KERALA,Rural,20-24,349449,170822,178627,204253,99069,105184
32,KERALA,Rural,25-29,285648,134045,151603,163420,79621,83799
32,KERALA,Rural,30-49,868193,447520,420673,462231,255478,206753
32,KERALA,Rural,50-69,371961,224041,147920,228828,155085,73743
32,KERALA,Rural,70+,69891,42515,27376,37870,27911,9959
32,KERALA,Rural,Age not stated,1776,988,788,909,504,405
32,KERALA,Urban,Total,2521446,1288162,1233284,1828470,991374,837096
32,KERALA,Urban,5-9,55412,27928,27484,13533,6824,6709
32,KERALA,Urban,10-14,165805,83523,82282,90875,43990,46885
32,KERALA,Urban,15-19,288803,143097,145706,212937,101225,111712
32,KERALA,Urban,20-24,335614,161372,174242,247492,118345,129147
32,KERALA,Urban,25-29,269424,123526,145898,201807,96726,105081
32,KERALA,Urban,30-49,874404,438520,435884,627123,335840,291283
32,KERALA,Urban,50-69,437186,256046,181140,367128,240904,126224
32,KERALA,Urban,70+,92660,53059,39601,66368,46904,19464
32,KERALA,Urban,Age not stated,2138,1091,1047,1207,616,591
33,TAMIL NADU,Total,Total,17969107,9590729,8378378,2447163,1410192,1036971
33,TAMIL NADU,Total,5-9,722554,369234,353320,71336,36174,35162
33,TAMIL NADU,Total,10-14,1622821,830029,792792,184305,92689,91616
33,TAMIL NADU,Total,15-19,2376231,1216096,1160135,265081,135501,129580
33,TAMIL NADU,Total,20-24,2386383,1203358,1183025,294227,151825,142402
33,TAMIL NADU,Total,25-29,2139007,1089752,1049255,286720,155804,130916
33,TAMIL NADU,Total,30-49,5636854,3103406,2533448,856022,511568,344454
33,TAMIL NADU,Total,50-69,2532071,1466009,1066062,405142,268595,136547
33,TAMIL NADU,Total,70+,540692,306007,234685,83084,57299,25785
33,TAMIL NADU,Total,Age not stated,12494,6838,5656,1246,737,509
33,TAMIL NADU,Rural,Total,7521748,4098341,3423407,568669,344518,224151
33,TAMIL NADU,Rural,5-9,307731,157966,149765,16935,8763,8172
33,TAMIL NADU,Rural,10-14,768108,395505,372603,49092,25170,23922
33,TAMIL NADU,Rural,15-19,1178129,614800,563329,79946,42902,37044
33,TAMIL NADU,Rural,20-24,1091134,567400,523734,81902,45244,36658
33,TAMIL NADU,Rural,25-29,912246,484798,427448,71717,42961,28756
33,TAMIL NADU,Rural,30-49,2144551,1225568,918983,180326,117519,62807
33,TAMIL NADU,Rural,50-69,912996,533881,379115,73774,51504,22270
33,TAMIL NADU,Rural,70+,201092,115236,85856,14604,10241,4363
33,TAMIL NADU,Rural,Age not stated,5761,3187,2574,373,214,159
33,TAMIL NADU,Urban,Total,10447359,5492388,4954971,1878494,1065674,812820
33,TAMIL NADU,Urban,5-9,414823,211268,203555,54401,27411,26990
33,TAMIL NADU,Urban,10-14,854713,434524,420189,135213,67519,67694
33,TAMIL NADU,Urban,15-19,1198102,601296,596806,185135,92599,92536
33,TAMIL NADU,Urban,20-24,1295249,635958,659291,212325,106581,105744
33,TAMIL NADU,Urban,25-29,1226761,604954,621807,215003,112843,102160
33,TAMIL NADU,Urban,30-49,3492303,1877838,1614465,675696,394049,281647
33,TAMIL NADU,Urban,50-69,1619075,932128,686947,331368,217091,114277
33,TAMIL NADU,Urban,70+,339600,190771,148829,68480,47058,21422
33,TAMIL NADU,Urban,Age not stated,6733,3651,3082,873,523,350
34,PUDUCHERRY,Total,Total,320627,172773,147854,71665,40809,30856
34,PUDUCHERRY,Total,5-9,9711,4955,4756,1399,717,682
34,PUDUCHERRY,Total,10-14,27879,14185,13694,4771,2384,2387
34,PUDUCHERRY,Total,15-19,43921,22082,21839,7431,3778,3653
34,PUDUCHERRY,Total,20-24,46593,22624,23969,8545,4096,4449
34,PUDUCHERRY,Total,25-29,42315,20606,21709,7998,4034,3964
34,PUDUCHERRY,Total,30-49,106101,60431,45670,26378,15233,11145
34,PUDUCHERRY,Total,50-69,37330,23850,13480,12478,8628,3850
34,PUDUCHERRY,Total,70+,6572,3913,2659,2612,1911,701
34,PUDUCHERRY,Total,Age not stated,205,127,78,53,28,25
34,PUDUCHERRY,Rural,Total,75952,42238,33714,5029,3145,1884
34,PUDUCHERRY,Rural,5-9,2006,1039,967,124,71,53
34,PUDUCHERRY,Rural,10-14,7103,3610,3493,531,241,290
34,PUDUCHERRY,Rural,15-19,12937,6499,6438,511,259,252
34,PUDUCHERRY,Rural,20-24,13617,6723,6894,599,294,305
34,PUDUCHERRY,Rural,25-29,11377,5892,5485,672,392,280
34,PUDUCHERRY,Rural,30-49,21991,13749,8242,1776,1228,548
34,PUDUCHERRY,Rural,50-69,5862,4058,1804,685,547,138
34,PUDUCHERRY,Rural,70+,956,606,350,129,112,17
34,PUDUCHERRY,Rural,Age not stated,103,62,41,2,1,1
34,PUDUCHERRY,Urban,Total,244675,130535,114140,66636,37664,28972
34,PUDUCHERRY,Urban,5-9,7705,3916,3789,1275,646,629
34,PUDUCHERRY,Urban,10-14,20776,10575,10201,4240,2143,2097
34,PUDUCHERRY,Urban,15-19,30984,15583,15401,6920,3519,3401
34,PUDUCHERRY,Urban,20-24,32976,15901,17075,7946,3802,4144
34,PUDUCHERRY,Urban,25-29,30938,14714,16224,7326,3642,3684
34,PUDUCHERRY,Urban,30-49,84110,46682,37428,24602,14005,10597
34,PUDUCHERRY,Urban,50-69,31468,19792,11676,11793,8081,3712
34,PUDUCHERRY,Urban,70+,5616,3307,2309,2483,1799,684
34,PUDUCHERRY,Urban,Age not stated,102,65,37,51,27,24
35,ANDAMAN & NICOBAR ISLANDS,Total,Total,184717,100532,84185,72708,41846,30862
35,ANDAMAN & NICOBAR ISLANDS,Total,5-9,12138,6127,6011,1958,983,975
35,ANDAMAN & NICOBAR ISLANDS,Total,10-14,18825,9664,9161,6651,3331,3320
35,ANDAMAN & NICOBAR ISLANDS,Total,15-19,17363,9220,8143,9494,4785,4709
35,ANDAMAN & NICOBAR ISLANDS,Total,20-24,20008,10708,9300,9171,4827,4344
35,ANDAMAN & NICOBAR ISLANDS,Total,25-29,22893,12302,10591,9716,5320,4396
35,ANDAMAN & NICOBAR ISLANDS,Total,30-49,64823,35347,29476,27080,16469,10611
35,ANDAMAN & NICOBAR ISLANDS,Total,50-69,24554,14537,10017,7803,5517,2286
35,ANDAMAN & NICOBAR ISLANDS,Total,70+,3950,2536,1414,771,579,192
35,ANDAMAN & NICOBAR ISLANDS,Total,Age not stated,163,91,72,64,35,29
35,ANDAMAN & NICOBAR ISLANDS,Rural,Total,114464,62515,51949,38136,22243,15893
35,ANDAMAN & NICOBAR ISLANDS,Rural,5-9,7002,3538,3464,939,474,465
35,ANDAMAN & NICOBAR ISLANDS,Rural,10-14,11862,6038,5824,3667,1814,1853
35,ANDAMAN & NICOBAR ISLANDS,Rural,15-19,10848,5730,5118,5334,2719,2615
35,ANDAMAN & NICOBAR ISLANDS,Rural,20-24,12186,6353,5833,5093,2661,2432
35,ANDAMAN & NICOBAR ISLANDS,Rural,25-29,14192,7645,6547,5352,2965,2387
35,ANDAMAN & NICOBAR ISLANDS,Rural,30-49,39737,21870,17867,13760,8645,5115
35,ANDAMAN & NICOBAR ISLANDS,Rural,50-69,15832,9476,6356,3626,2675,951
35,ANDAMAN & NICOBAR ISLANDS,Rural,70+,2738,1825,913,339,274,65
35,ANDAMAN & NICOBAR ISLANDS,Rural,Age not stated,67,40,27,26,16,10
35,ANDAMAN & NICOBAR ISLANDS,Urban,Total,70253,38017,32236,34572,19603,14969
35,ANDAMAN & NICOBAR ISLANDS,Urban,5-9,5136,2589,2547,1019,509,510
35,ANDAMAN & NICOBAR ISLANDS,Urban,10-14,6963,3626,3337,2984,1517,1467
35,ANDAMAN & NICOBAR ISLANDS,Urban,15-19,6515,3490,3025,4160,2066,2094
35,ANDAMAN & NICOBAR ISLANDS,Urban,20-24,7822,4355,3467,4078,2166,1912
35,ANDAMAN & NICOBAR ISLANDS,Urban,25-29,8701,4657,4044,4364,2355,2009
35,ANDAMAN & NICOBAR ISLANDS,Urban,30-49,25086,13477,11609,13320,7824,5496
35,ANDAMAN & NICOBAR ISLANDS,Urban,50-69,8722,5061,3661,4177,2842,1335
35,ANDAMAN & NICOBAR ISLANDS,Urban,70+,1212,711,501,432,305,127
35,ANDAMAN & NICOBAR ISLANDS,Urban,Age not stated,96,51,45,38,19,19
