State Code,State Name,Age Group,TOT_P,TOT_M,TOT_F
27,MAHARASHTRA (27),15-19,10627267,5710400,4916867
27,MAHARASHTRA (27),20-24,11090966,5845114,5245852
27,MAHARASHTRA (27),25-29,10147113,5272560,4874553
27,MAHARASHTRA (27),30-34,8796307,4536297,4260010
27,MAHARASHTRA (27),35-39,8247160,4209434,4037726
27,MAHARASHTRA (27),40-44,7196089,3744825,3451264
27,MAHARASHTRA (27),45-49,6032454,3116218,2916236
27,MAHARASHTRA (27),50-54,4919317,2580991,2338326
27,MAHARASHTRA (27),55-59,3885814,1974129,1911685
27,MAHARASHTRA (27),60-64,3642480,1716639,1925841
27,MAHARASHTRA (27),65-69,3078352,1440238,1638114
27,MAHARASHTRA (27),70-74,2143136,1039292,1103844
27,MAHARASHTRA (27),75-79,1062773,515431,547342
27,MAHARASHTRA (27),80+,1180194,542109,638085
27,MAHARASHTRA (27),Age not stated,407696,219312,188384
28,ANDHRA PRADESH (28),All ages,84580777,42442146,42138631
28,ANDHRA PRADESH (28),0-4,6284765,3235887,3048878
28,ANDHRA PRADESH (28),5-9,7304432,3760398,3544034
28,ANDHRA PRADESH (28),10-14,8201595,4208884,3992711
28,ANDHRA PRADESH (28),15-19,8093747,4196307,3897440
28,ANDHRA PRADESH (28),20-24,8132094,4055697,4076397
28,ANDHRA PRADESH (28),25-29,7799036,3809887,3989149
28,ANDHRA PRADESH (28),30-34,6584371,3300407,3283964
28,ANDHRA PRADESH (28),35-39,6507339,3198512,3308827
28,ANDHRA PRADESH (28),40-44,5399473,2794398,2605075
28,ANDHRA PRADESH (28),45-49,4657269,2374633,2282636
28,ANDHRA PRADESH (28),50-54,3657386,1862583,1794803
28,ANDHRA PRADESH (28),55-59,2909598,1350539,1559059
28,ANDHRA PRADESH (28),60-64,3199837,1485764,1714073
28,ANDHRA PRADESH (28),65-69,2167854,1034360,1133494
28,ANDHRA PRADESH (28),70-74,1519358,752743,766615
28,ANDHRA PRADESH (28),75-79,636989,307474,329515
28,ANDHRA PRADESH (28),80+,754203,325987,428216
28,ANDHRA PRADESH (28),Age not stated,771431,387686,383745
29,KARNATAKA (29),All ages,61095297,30966657,30128640
29,KARNATAKA (29),0-4,5046719,2582024,2464695
29,KARNATAKA (29),5-9,5241509,2696670,2544839
29,KARNATAKA (29),10-14,5736646,2955287,2781359
29,KARNATAKA (29),15-19,5827277,3042048,2785229
29,KARNATAKA (29),20-24,6052558,3109586,2942972
29,KARNATAKA (29),25-29,5771606,2879254,2892352
29,KARNATAKA (29),30-34,4698380,2389594,2308786
29,KARNATAKA (29),35-39,4695451,2319088,2376363
29,KARNATAKA (29),40-44,3826712,1977768,1848944
29,KARNATAKA (29),45-49,3519782,1804833,1714949
29,KARNATAKA (29),50-54,2699270,1381969,1317301
29,KARNATAKA (29),55-59,2142504,1056054,1086450
29,KARNATAKA (29),60-64,2060052,994630,1065422
29,KARNATAKA (29),65-69,1520119,723687,796432
29,KARNATAKA (29),70-74,1061125,510419,550706
29,KARNATAKA (29),75-79,524426,249834,274592
29,KARNATAKA (29),80+,625310,268502,356808
29,KARNATAKA (29),Age not stated,45851,25410,20441
30,GOA (30),All ages,1458545,739140,719405
30,GOA (30),0-4,101203,52017,49186
30,GOA (30),5-9,105968,54672,51296
30,GOA (30),10-14,110989,57417,53572
30,GOA (30),15-19,113875,60075,53800
30,GOA (30),20-24,130745,70616,60129
30,GOA (30),25-29,132626,67744,64882
30,GOA (30),30-34,125859,63471,62388
30,GOA (30),35-39,126298,63541,62757
30,GOA (30),40-44,108512,55504,53008
30,GOA (30),45-49,94736,47867,46869
30,GOA (30),50-54,76592,38782,37810
30,GOA (30),55-59,65553,32021,33532
30,GOA (30),60-64,61104,29100,32004
30,GOA (30),65-69,41019,19005,22014
30,GOA (30),70-74,29055,12890,16165
30,GOA (30),75-79,16536,7228,9308
30,GOA (30),80+,15781,6092,9689
30,GOA (30),Age not stated,2094,1098,996
31,LAKSHADWEEP (31),All ages,64473,33123,31350
31,LAKSHADWEEP (31),0-4,5052,2648,2404
31,LAKSHADWEEP (31),5-9,5407,2760,2647
31,LAKSHADWEEP (31),10-14,5998,2854,3144
31,LAKSHADWEEP (31),15-19,5624,2808,2816
31,LAKSHADWEEP (31),20-24,5829,3071,2758
31,LAKSHADWEEP (31),25-29,5967,3135,2832
31,LAKSHADWEEP (31),30-34,5437,2777,2660
31,LAKSHADWEEP (31),35-39,5389,2756,2633
31,LAKSHADWEEP (31),40-44,4608,2453,2155
31,LAKSHADWEEP (31),45-49,3810,1975,1835
31,LAKSHADWEEP (31),50-54,3066,1625,1441
31,LAKSHADWEEP (31),55-59,2901,1513,1388
31,LAKSHADWEEP (31),60-64,2034,1046,988
31,LAKSHADWEEP (31),65-69,1413,753,660
31,LAKSHADWEEP (31),70-74,849,410,439
31,LAKSHADWEEP (31),75-79,493,244,249
31,LAKSHADWEEP (31),80+,481,221,260
31,LAKSHADWEEP (31),Age not stated,115,74,41
32,KERALA (32),All ages,33406061,16027412,17378649
32,KERALA (32),0-4,2453092,1247534,1205558
32,KERALA (32),5-9,2555112,1303190,1251922
32,KERALA (32),10-14,2822770,1438917,1383853
32,KERALA (32),15-19,2610552,1328299,1282253
32,KERALA (32),20-24,2665809,1298826,1366983
32,KERALA (32),25-29,2604092,1203978,1400114
32,KERALA (32),30-34,2455501,1128217,1327284
32,KERALA (32),35-39,2579673,1161819,1417854
32,KERALA (32),40-44,2412498,1117424,1295074
32,KERALA (32),45-49,2348530,1105598,1242932
32,KERALA (32),50-54,1928145,931191,996954
32,KERALA (32),55-59,1742408,861527,880881
32,KERALA (32),60-64,1414671,685136,729535
32,KERALA (32),65-69,1002134,459232,542902
32,KERALA (32),70-74,733372,326562,406810
32,KERALA (32),75-79,501367,208317,293050
32,KERALA (32),80+,541849,204348,337501
32,KERALA (32),Age not stated,34486,17297,17189
33,TAMIL NADU (33),All ages,72147030,36137975,36009055
33,TAMIL NADU (33),0-4,5278701,2714578,2564123
33,TAMIL NADU (33),5-9,5551255,2851293,2699962
33,TAMIL NADU (33),10-14,6177547,3188990,2988557
33,TAMIL NADU (33),15-19,6253792,3229838,3023954
33,TAMIL NADU (33),20-24,6411543,3154804,3256739
33,TAMIL NADU (33),25-29,6663746,3237374,3426372
33,TAMIL NADU (33),30-34,5815560,2908749,2906811
33,TAMIL NADU (33),35-39,5836456,2815205,3021251
33,TAMIL NADU (33),40-44,5064209,2549846,2514363
33,TAMIL NADU (33),45-49,4713056,2374915,2338141
33,TAMIL NADU (33),50-54,3703460,1875563,1827897
33,TAMIL NADU (33),55-59,3101142,1540924,1560218
33,TAMIL NADU (33),60-64,2782608,1378039,1404569
33,TAMIL NADU (33),65-69,1868370,896412,971958
33,TAMIL NADU (33),70-74,1406529,693167,713362
33,TAMIL NADU (33),75-79,710241,353746,356495
33,TAMIL NADU (33),80+,742010,339862,402148
33,TAMIL NADU (33),Age not stated,66805,34670,32135
34,PUDUCHERRY (34),All ages,1247953,612511,635442
34,PUDUCHERRY (34),0-4,93949,47703,46246
34,PUDUCHERRY (34),5-9,98717,50327,48390
34,PUDUCHERRY (34),10-14,105726,53936,51790
34,PUDUCHERRY (34),15-19,102316,52231,50085
34,PUDUCHERRY (34),20-24,108819,51287,57532
34,PUDUCHERRY (34),25-29,118244,55052,63192
34,PUDUCHERRY (34),30-34,111070,53761,57309
34,PUDUCHERRY (34),35-39,107459,52655,54804
34,PUDUCHERRY (34),40-44,89779,45482,44297
34,PUDUCHERRY (34),45-49,79305,40625,38680
34,PUDUCHERRY (34),50-54,60923,30858,30065
34,PUDUCHERRY (34),55-59,50109,24615,25494
34,PUDUCHERRY (34),60-64,43828,20498,23330
34,PUDUCHERRY (34),65-69,27983,12154,15829
34,PUDUCHERRY (34),70-74,22521,9861,12660
34,PUDUCHERRY (34),75-79,12789,5494,7295
34,PUDUCHERRY (34),80+,13315,5412,7903
34,PUDUCHERRY (34),Age not stated,1101,560,541
35,ANDAMAN & NICOBAR ISLANDS (35),All ages,380581,202871,177710
35,ANDAMAN & NICOBAR ISLANDS (35),0-4,28754,14641,14113
35,ANDAMAN & NICOBAR ISLANDS (35),5-9,30454,15512,14942
35,ANDAMAN & NICOBAR ISLANDS (35),10-14,33467,17118,16349
35,ANDAMAN & NICOBAR ISLANDS (35),15-19,33026,17266,15760
35,ANDAMAN & NICOBAR ISLANDS (35),20-24,37115,19528,17587
35,ANDAMAN & NICOBAR ISLANDS (35),25-29,41722,22230,19492
35,ANDAMAN & NICOBAR ISLANDS (35),30-34,35723,19359,16364
35,ANDAMAN & NICOBAR ISLANDS (35),35-39,32842,17170,15672
35,ANDAMAN & NICOBAR ISLANDS (35),40-44,26735,14813,11922
35,ANDAMAN & NICOBAR ISLANDS (35),45-49,23861,13270,10591
35,ANDAMAN & NICOBAR ISLANDS (35),50-54,17296,9710,7586
35,ANDAMAN & NICOBAR ISLANDS (35),55-59,13794,7870,5924
35,ANDAMAN & NICOBAR ISLANDS (35),60-64,10376,5807,4569
35,ANDAMAN & NICOBAR ISLANDS (35),65-69,6226,3430,2796
35,ANDAMAN & NICOBAR ISLANDS (35),70-74,4098,2378,1720
35,ANDAMAN & NICOBAR ISLANDS (35),75-79,2251,1295,956
35,ANDAMAN & NICOBAR ISLANDS (35),80+,2473,1279,1194
35,ANDAMAN & NICOBAR ISLANDS (35),Age not stated,368,195,173
