districtid,vaccinationratio,populationratio,ratioofratios
GJ_Porbandar,0.9370025839793281,0.9501380704775673,0.9861751813695488
OR_Rayagada,1.0363698598644113,1.0508326976862445,0.9862367835967819
GJ_Patan,0.9236250568475056,0.935109166658266,0.9877189634962082
RJ_Jalore,0.9415471845672576,0.9524488754412076,0.9885540408991507
CT_Durg,0.977002647340626,0.9879139243125116,0.9889552351643605
TN_Ariyalur,1.0038007601520305,1.0146462665097424,0.9893110468981282
KA_Kalaburagi,0.9615306916941984,0.971435485171941,0.9898039616331397
HR_Yamunanagar,0.8692267516428883,0.8774875602658345,0.9905858396209701
HP_Shimla,0.9069746774697275,0.9151419046252226,0.9910754527639735
RJ_Hanumangarh,0.8980854755155899,0.9058446021409302,0.9914343733936242
WB_Dakshin Dinajpur,0.9478780463899582,0.9555272462987008,0.99199478618912
WB_Nadia,0.9403955793171882,0.947268939862113,0.9927440241565132
BR_Supaul,0.9231782753705917,0.9294631704958871,0.9932381450661006
GJ_Junagadh,0.9469865365330392,0.9532668354747657,0.993411814291642
RJ_Sikar,0.9411019973387944,0.9471654339304286,0.9935983341722333
TN_Erode,0.9877742983474661,0.9929266073559035,0.9948109870656425
MZ_Saiha,0.9735172546380851,0.9785269636986781,0.9948803566519444
HR_Mahendragarh,0.8905011322161054,0.8947078585885568,0.9952982123359375
CT_Bilaspur,0.9776360622999084,0.981469569006661,0.9960941155713747
JH_Koderma,0.9475844765589582,0.9504795464324033,0.9969540955570146
RJ_Bharatpur,0.8771253617349046,0.8797765920252323,0.9969864732542786
BR_Purnia,0.9184750676459219,0.9210760458287482,0.9971761526156224
BR_Sheikhpura,0.9277566166653577,0.9298120051070076,0.9977894580513473
TN_Karur,1.0151190779913701,1.0153828968692729,0.9997401779380801
HR_Panchkula,0.8737526835896983,0.8729807560756676,1.0008842434482756
BR_Banka,0.9078642280730768,0.9067441947635737,1.001235225233281
KL_Palakkad,1.0683768165585137,1.0669212741949483,1.0013642453279072
BR_Begusarai,0.896622874664904,0.894888560019392,1.0019380230377226
BR_Bhagalpur,0.8821098622965423,0.8801977887715445,1.00217232257271
RJ_Ganganagar,0.8895219194368253,0.8873694097801292,1.0024257199233737
KA_Ballari,0.9851565847496083,0.9827697715517311,1.0024286595568652
HR_Sirsa,0.8998041365545006,0.8974848443117457,1.0025842132682847
RJ_Bundi,0.9280186102125317,0.9247799570309793,1.0035020797725225
HR_Fatehabad,0.9052324254855488,0.9016694928940568,1.0039514840188906
ML_West Khasi Hills,0.9837732247108704,0.9795111374958057,1.0043512391558518
TR_South Tripura,0.962164553229136,0.9573516793879484,1.0050272788410048
TN_Salem,0.9595571429678239,0.9544862371468776,1.0053127071125763
KA_Dakshina Kannada,1.0249906693448099,1.019542598244539,1.005343642442848
MH_Kolhapur,0.9626241445945906,0.9569259306755634,1.0059547073983086
KA_Kolar,0.9847495216661242,0.9788883507900608,1.0059875785336836
TN_Madurai,0.9964565269872705,0.9903712802371477,1.0061444095477665
Andaman and Nicobar Islands,0.8819679607776068,0.8759753735132177,1.006841045359934
CT_Janjgir Champa,0.9928810619796612,0.9856236905691558,1.0073632274466886
HR_Karnal,0.8940095583177565,0.8870519686302826,1.0078434972623052
GJ_Amreli,0.9718054507732931,0.9638051537580621,1.0083007410616516
MP_Dindori,1.0144327080677473,1.0019834447718612,1.012424619748803
TN_Thanjavur,1.0477308340478373,1.0347238197047401,1.0125705179444007
TN_Thiruvarur,1.030308107202499,1.017378525051341,1.0127087232851761
OR_Gajapati,1.0559405982796688,1.0426078718334852,1.0127878628258744
RJ_Churu,0.9519311356973719,0.9397543953755114,1.0129573645856638
HP_Kullu,0.9546903774441536,0.9423336231215513,1.0131129294545065
MH_Gondia,1.012330994696408,0.9990915329663187,1.0132515002812417
MH_Wardha,0.9588298375440443,0.9461448117477202,1.0134070658516767
TR_West Tripura,0.9755010109263857,0.9623425681238259,1.0136733458940856
TN_Nagapattinam,1.0393455741786333,1.0253042435602353,1.013694794210196
BR_Nalanda,0.9350498475735355,0.9222028509211387,1.0139307709139747
BR_Vaishali,0.9079487354425486,0.8947978758874188,1.0146970169571397
HR_Ambala,0.8978463305059174,0.8846573342709156,1.0149085931061335
BR_Arwal,0.9420353698779355,0.9280571779134353,1.0150617788398852
MZ_Aizawl,1.026342670018126,1.008877402519195,1.0173115855854433
RJ_Ajmer,0.9674631120446735,0.9508203778458332,1.0175035522866536
HR_Bhiwani,0.9035591024398741,0.8858864714678679,1.0199490922834882
GJ_Navsari,0.9801727450729226,0.9606909822830727,1.0202789066922973
KL_Ernakulam,1.047797705461856,1.0267196523493771,1.0205295116970317
MZ_Champhai,1.0039902881874803,0.9837350918154856,1.0205900923333067
KA_Uttara Kannada,0.9994546569426868,0.9788738406291996,1.021024993680757
TN_Tiruchirappalli,1.0346140988675776,1.0131052352908116,1.0212306311600412
RJ_Sirohi,0.9609650116353302,0.9398836832755868,1.022429720544007
OR_Nabarangapur,1.041628589661774,1.018719866669312,1.0224877552131793
JH_Gumla,1.0161441189703757,0.9930655728144016,1.0232397001645805
UT_Pauri Garhwal,1.1291325749237766,1.1028458306943387,1.023835375260827
BR_Jehanabad,0.9438005344067738,0.9217001205638151,1.0239778788674125
RJ_Banswara,1.0037754932991534,0.9801455019752048,1.0241086565987694
ML_West Jaintia Hills,1.0380045030020013,1.013011692182286,1.0246717890944321
HR_Kurukshetra,0.9101158995341334,0.8878675319388778,1.0250582060892246
PB_Amritsar,0.9118423222826983,0.889139022214671,1.025534027301465
TN_Kanyakumari,1.0454414390095765,1.019090079829869,1.0258577329926584
CT_Korba,0.9946463969109011,0.9686906014700244,1.0267947220727525
AR_Kurung Kumey,1.0595389362860774,1.0317754534622003,1.0269084544807832
RJ_Rajsamand,1.0169191362317858,0.9895396661844466,1.0276688959351286
OR_Nayagarh,0.9408421385849884,0.9154795915931211,1.0277041096544068
UT_Champawat,1.0085686570381547,0.9801563393708294,1.0289875365041903
OR_Koraput,1.0627675342763319,1.0324524277079414,1.0293622308929917
CT_Rajnandgaon,1.0455152060154405,1.014974012099285,1.03009061665824
KL_Wayanad,1.0668726214006616,1.034982722737276,1.0308120106382497
KA_Udupi,1.1288125241012343,1.0944601881056195,1.0313874697032832
BR_Araria,0.9505828915725714,0.9213459957507963,1.0317328082572825
MH_Bhandara,1.013742456427546,0.9823193288413264,1.0319887094385936
UT_Uttarkashi,0.989055809055809,0.9578402937181563,1.0325894781649663
UT_Nainital,0.9667331120842302,0.9337061900151115,1.0353718572526376
RJ_Nagaur,0.9840889218076515,0.9499465019969641,1.0359414132679194
TN_Nilgiris,1.0811328602578807,1.041950003193176,1.0376053140214254
LA_Leh,0.7166289787531996,0.690329361411151,1.038097202309761
KA_Shivamogga,1.035645393029835,0.9976328191334773,1.0381027700445686
HR_Jind,0.9052944648776279,0.8711651795356561,1.0391765949141392
CT_Surguja,1.0180656756794315,0.9778967739448123,1.0410768322433244
OR_Kandhamal,1.079783210569219,1.0367278334189947,1.0415300677403763
UT_Dehradun,0.9397379635350447,0.9016990604114105,1.0421858076532524
BR_Samastipur,0.9500738936478831,0.9110135726274807,1.0428756740777718
KL_Thrissur,1.15778705144892,1.1078322459434764,1.0450923916399453
OR_Ganjam,1.0281282141282877,0.9834730763740025,1.0454055518417704
BR_Madhepura,0.9524482128227997,0.9108823464835871,1.0456325303697842
UT_Chamoli,1.0658622135803881,1.0186761241500895,1.0463209928176802
KL_Thiruvananthapuram,1.138588303876794,1.0872940004223364,1.0471761119205418
HR_Kaithal,0.9242067341000416,0.8814331973737441,1.0485272586212346
LA_Kargil,0.8503067685947702,0.8101433438323584,1.0495757017176983
KL_Pathanamthitta,1.1880055836375145,1.131703565502852,1.0497497930119586
UT_Pithoragarh,1.0715177162984877,1.0201708273089685,1.0503316578116269
KL_Idukki,1.05700781988485,1.006074441759164,1.0506258543220985
KA_Belagavi,1.0226062372722078,0.9725698423854435,1.0514476109644104
AP_Visakhapatnam,1.0588262436153812,1.0059698631545975,1.0525427076861256
KA_Raichur,1.0523434015348194,0.9997822730896796,1.0525725749094423
UT_Rudraprayag,1.1730171113538252,1.1143827068915864,1.0526160394446458
RJ_Jhunjhunu,1.000159904795145,0.9500436172775519,1.052751564882049
UT_Tehri Garhwal,1.135741850469049,1.077047243830247,1.0544958514819365
CT_Mahasamund,1.074762136021943,1.0172276728773535,1.0565600648494415
WB_Bankura,1.0110826634200492,0.9567399943963724,1.0567998299872086
UT_Bageshwar,1.153351294880959,1.0904557373357142,1.0576782306624533
WB_Purba Medinipur,0.991804717350507,0.9377173616281483,1.0576798062354817
KA_Bagalkote,1.0465810754320803,0.9889802349409701,1.0582426609309825
WB_Birbhum,1.0120762034399504,0.9556451432783151,1.0590502244044793
JK_Udhampur,0.9220494963313021,0.8699963609898108,1.0598314403088647
RJ_Karauli,0.9130601602079728,0.8608670574078116,1.0606285283552628
HP_Una,1.0356505408887027,0.9764460051878707,1.0606326774714399
BR_Lakhisarai,0.9566972336262134,0.9016272596870873,1.0610784260873372
TN_Namakkal,1.046487673605741,0.9862426375851279,1.0610854101462561
KL_Kollam,1.1835389201182722,1.1134263268985252,1.0629701234162905
BR_Darbhanga,0.9694782680864974,0.9113992627972829,1.0637250957510733
KA_Davanagere,1.0344236488592362,0.9723205596107056,1.063871002864935
KA_Tumakuru,1.0468642446511054,0.9835568646092016,1.0643657548636578
UT_Almora,1.2124254800984298,1.1386005957104723,1.064838262570811
WB_Darjeeling,1.0334351777019968,0.9704510706218878,1.0649018883968537
KL_Alappuzha,1.1716618890113928,1.1001883250324238,1.0649648449749387
BR_Saharsa,0.9660436915960872,0.9060474902073259,1.0662175018828568
KA_Kodagu,1.0872227106507142,1.019311163549496,1.0666249419507319
MZ_Kolasib,1.0208019191226867,0.9561722354256955,1.0675920940835701
RJ_Dholpur,0.9032026939886795,0.845821980365549,1.0678401779040214
WB_Jalpaiguri,1.0177871876856037,0.9529606709617037,1.068026434562592
HP_Chamba,1.0538531633766701,0.9863768559620388,1.0684082427591226
KA_Mysuru,1.0572743874278112,0.9853975919555438,1.0729419231983572
HP_Hamirpur,1.175268921578144,1.0950292532362833,1.0732762783320335
KA_Chitradurga,1.0453726955350033,0.9735622464598028,1.0737605112937845
KL_Kottayam,1.1193594303001404,1.0392165975240863,1.077118507313098
KA_Chikkaballapura,1.0500398036961012,0.9720789331858456,1.0802001440919518
HP_Bilaspur,1.066649009428965,0.981469569006661,1.0867876530379983
TN_Vellore,1.0955673702333886,1.0066040063455555,1.0883797037633616
CT_Jashpur,1.0940956335627412,1.0051206953786607,1.0885216458015132
KA_Koppal,1.0742697182723544,0.9858099284781534,1.089733109029203
TN_Thoothukkudi,1.1198316017974534,1.0232757355023752,1.0943595777219073
CT_Dhamtari,1.1057863625882993,1.0100201811021445,1.0948161069233822
KA_Chikkamagaluru,1.1041313387289873,1.008324773835114,1.0950155816656946
KA_Haveri,1.0412107248031206,0.9504497465597562,1.0954926639434461
TN_Dharmapuri,1.037741127348643,0.9460637502373102,1.096904016339635
HP_Kangra,1.1108730843129246,1.0118479971116094,1.0978655761379073
KA_Bidar,1.0535962713754445,0.956320743339861,1.1017185172579838
BR_Madhubani,1.0212623448433114,0.926481756638116,1.102301623886391
KA_Gadag,1.0823872796787257,0.9818969481352404,1.1023430531425222
KA_Yadgir,1.0912403107444273,0.9891806094567606,1.103176002756176
KA_Hassan,1.1175358473471577,1.0102832854457617,1.1061608792766213
BR_Sitamarhi,0.9984060442423381,0.8985554986213796,1.1111234039234699
TN_Theni,1.1051544076361595,0.9912623485055532,1.1148959801633869
BR_Khagaria,0.988644475335312,0.8860742306395439,1.1157580721219436
BR_Sheohar,0.997821161725717,0.8929827243540743,1.1174025370395335
TN_Dindigul,1.1160933433649494,0.9980563177536547,1.1182668988829838
AP_Krishna,1.1228897169662537,0.992347097414411,1.131549353942764
HP_Mandi,1.142921184417129,1.0073223374459157,1.1346131639600354
TN_Pudukkottai,1.154576474880357,1.0149018660637361,1.1376237580076036
AR_Tawang,0.8143809430447996,0.714418030256252,1.1399221583933041
PY_Puducherry,1.1875447636133536,1.037437694996498,1.144690201002733
RJ_Dungarpur,1.1411868206714533,0.9935221928066478,1.148627407554592
TN_Sivaganga,1.156493599737425,1.0026275961906586,1.1534627653690748
AP_Guntur,1.161112239841655,1.0027744075957552,1.1578997539691198
PY_Mahe,1.3745656006043818,1.1844016089432168,1.1605570190256993
KA_Ramanagara,1.1375557018917866,0.9755842980394447,1.1660250212901573
KA_Chamarajanagara,1.1595185144471034,0.992833311533273,1.1678884068227038
AP_S.P.S. Nellore,1.1540026470321716,0.9850024179925437,1.1715734154075013
TN_Perambalur,1.1886554666723628,1.0032216106635667,1.1848383787168852
AP_East Godavari,1.2026431287883899,1.00580615234223,1.1957007083201707
AP_Chittoor,1.1959203734583501,0.9969648895514505,1.1995611741115706
KA_Mandya,1.1968913233236191,0.9951374732759907,1.2027396771457668
PY_Karaikal,1.2622094104519248,1.047071332903925,1.20546649572703
AP_Prakasam,1.1854781478797571,0.9812918862304084,1.208079027774011
TN_Viluppuram,1.2004814649047717,0.9869228219590894,1.2163883924801313
AP_Vizianagaram,1.2448243745628031,1.0185281327137774,1.222179667483587
AP_Anantapur,1.1958032171677817,0.9768262940816035,1.2241718147974885
TN_Virudhunagar,1.237912155511811,1.0070992416108562,1.229185868049875
AP_Y.S.R. Kadapa,1.2191557890645004,0.9854764195878568,1.237123248037099
AP_West Godavari,1.2649872372388766,1.003628650152322,1.2604136371026156
AP_Srikakulam,1.3196966815631834,1.0146362404582714,1.3006599103607104
TN_Ramanathapuram,1.2781415266880456,0.982610619080125,1.300760954409981
TN_Tiruvannamalai,1.3276399836912205,0.9944145469374677,1.3350971059102048
AP_Kurnool,1.3315998640802518,0.9877448660693489,1.3481212708087729
