districtid,vaccinationratio,populationratio,ratioofratios
UP_Agra,0.7523883748994369,0.868450239814491,0.8663574956927342
MH_Nashik,0.8102588920961442,0.9343766886081466,0.8671651401140058
BR_Kishanganj,0.8241859324216594,0.9497791157710186,0.8677659033938598
Manipur,0.8550147230444628,0.9851395745544583,0.8679122686053434
OR_Dhenkanal,0.8222546836663783,0.9471508815804294,0.868134844888021
GJ_Surat,0.6840991761849803,0.7874549118458984,0.8687471065249455
BR_East Champaran,0.7846071873354988,0.9018923925736487,0.8699565422616952
UP_Gonda,0.8025751004375465,0.921454094964821,0.8709876105854052
UP_Ghaziabad,0.7675042915912077,0.8810595644386086,0.871115101145567
MP_Shahdol,0.8488315558838944,0.9741139696419213,0.8713883409309077
BR_Buxar,0.8031671532576962,0.9216173391878393,0.8714757406425041
OR_Cuttack,0.820335573182287,0.9400854549217895,0.8726180890124876
GJ_Banaskantha,0.8190318732934551,0.9377463317641375,0.8734045077549378
UP_Bareilly,0.7745317511576228,0.8867646591012718,0.8734355200201641
UP_Sitapur,0.7762697048980105,0.8877867891737508,0.8743875380489414
HR_Panipat,0.7551777652895268,0.86352934265224,0.8745247300689023
UP_Etah,0.7638446737029356,0.8731203930166498,0.8748446145712343
JH_Khunti,0.8738084430322288,0.9970525841515385,0.8763915333270144
TN_Krishnagiri,0.8396587407921009,0.9576612735255646,0.8767805110265705
UP_Rae Bareli,0.8275319796666362,0.9432110614182142,0.8773561014248044
WB_Kolkata,0.797026080821258,0.9079934113102446,0.877788396802506
MP_Raisen,0.7912511932282142,0.9013090448028008,0.877891104933196
BR_Bhojpur,0.7970549021229096,0.9074700429256561,0.8783264068455953
PB_Ferozepur,0.7849348572503645,0.893434063960091,0.8785593575548144
NL_Longleng,0.7950409779135991,0.9049128367670365,0.8785829370638897
AR_Lower Dibang Valley,0.815319639086197,0.9277795601183474,0.87878594672014
LD_Lakshadweep,0.8321525454976428,0.9464722398333484,0.8792149526162177
RJ_Jaipur,0.801990393243888,0.9103833436115308,0.8809370238062098
MP_Guna,0.803472362599106,0.9119058398859188,0.881091366516111
UT_Udham Singh Nagar,0.8108793991502876,0.9200449939041644,0.8813475476991206
UP_Farrukhabad,0.770074313228868,0.8735132771505804,0.8815828372304396
AR_Lower Subansiri,0.8679501698754247,0.9843223478240088,0.8817743209774297
MP_Bhopal,0.8098701816935803,0.9181323970779772,0.8820843097041894
MH_Chandrapur,0.8484620915161424,0.9614168996488806,0.8825121462146229
MH_Pune,0.807551553648159,0.9149486048733729,0.8826195803204953
UP_Mainpuri,0.7776570122892608,0.8809867754135641,0.8827113345988685
Goa,0.8599948710877546,0.9733000514110994,0.8835865875491593
OR_Balangir,0.8724078748702463,0.9865112149543969,0.8843364998243581
BR_Kaimur,0.8139185806385448,0.920156409753886,0.8845437275780575
HR_Palwal,0.7798022016836405,0.8804574235748795,0.8856784902981981
NL_Wokha,0.8583798184997086,0.9684397372936513,0.8863533635025034
OR_Sambalpur,0.8650762556104193,0.9759811113409771,0.8863657765075219
JH_West Singhbhum,0.8905947635665966,1.0047612375481227,0.8863745239016965
UP_Banda,0.7656921216165492,0.8629824118209791,0.887262719527345
ML_South Garo Hills,0.8388101471517558,0.9452507858411917,0.887394287014834
WB_Cooch Behar,0.8360484104102697,0.9421318845751622,0.8874006114199935
UP_Pilibhit,0.7938846185793607,0.8945925474019638,0.8874259246680797
JH_Hazaribagh,0.8408079259552098,0.9469435311786871,0.8879177039296448
GJ_Tapi,0.8941590645449438,1.006579012799984,0.8883148299085597
MP_Ashoknagar,0.8033042031954879,0.9040120584809288,0.8885989911963487
GJ_Kheda,0.8349718544358995,0.9396412496299739,0.8886070665423718
UP_Auraiya,0.7685033697071582,0.8641492351764769,0.8893178844857903
UP_Kanpur Dehat,0.7708804672026555,0.8647024931093013,0.8914979121093082
PB_Tarn Taran,0.8020962547370577,0.8997045993257196,0.8915106751017899
JH_Palamu,0.8279409642351181,0.927720505375126,0.8924465498370527
MH_Osmanabad,0.8247299668837701,0.9239798731334189,0.8925843417854217
GJ_Jamnagar,0.8379213103622689,0.9387313856139696,0.892610307062689
MP_Katni,0.8499714645187232,0.9516867493538647,0.8931210454446279
BR_Patna,0.8009665547889829,0.8965217611625357,0.8934156308156485
RJ_Jaisalmer,0.7615688597172596,0.8520989306291262,0.8937563847838349
ML_East Khasi Hills,0.9035964163604492,1.010770567913738,0.8939678746537906
MP_Chhindwara,0.8624210458266944,0.9642882641845504,0.8943602010504609
JH_Godda,0.8394633804558381,0.9375994760497812,0.8953326040588224
MH_Gadchiroli,0.8793540666072681,0.9820552419235657,0.8954222013874338
MH_Beed,0.8204784606404459,0.9161200083610924,0.8956015076106175
UP_Aligarh,0.7906967843665562,0.8821191231949246,0.8963605521924883
MP_Sagar,0.8007839014909306,0.8932893508255079,0.8964440253887601
OR_Deogarh,0.8750820418714923,0.9750995386462744,0.8974284236523834
PB_Patiala,0.8005053870109615,0.8909171070560048,0.8985183701951748
UP_Etawah,0.7829381080055542,0.8700700828509818,0.8998563718454496
MH_Yavatmal,0.8573423937512433,0.9524058691587469,0.9001859622185314
MP_Betul,0.874476685265647,0.9710848860661933,0.900515184422342
WB_North 24 Parganas,0.8602921490279211,0.9552686853841347,0.9005761019811704
GJ_Gandhinagar,0.8318119523493553,0.9226719383751644,0.9015251442611179
MP_Ratlam,0.875554575698499,0.9709945668149019,0.9017090369213195
TN_Coimbatore,0.9014635870520331,0.9996825299529231,0.9017498656243245
OR_Bargarh,0.8817116351904477,0.9772185151122389,0.902266608291983
UP_Kanpur Nagar,0.778399043906468,0.8624509412530907,0.9025429814888946
UP_Jhansi,0.8038544305810268,0.8900463006744617,0.9031602400592866
OR_Kalahandi,0.906388063200185,1.0033883834476134,0.9033272441184358
WB_Uttar Dinajpur,0.8485219538840292,0.9387530898104917,0.9038819292252048
MP_Umaria,0.8587068259944345,0.9498297416791159,0.9040639477938502
KA_Bengaluru Rural,0.8553900667023646,0.9461458996174181,0.9040783953597945
JK_Punch,0.8074647742341764,0.8929610677295265,0.9042552955721396
GJ_Rajkot,0.8384351353021476,0.9268999642937635,0.9045583855869277
MP_Mandsaur,0.8714424855465503,0.9629626375300029,0.9049598100522347
JH_Chatra,0.8629271693531908,0.9532077874647663,0.9052875781137987
BR_Aurangabad,0.8398873198829953,0.926218108356513,0.906792160837037
AR_Upper Subansiri,0.9054223672649679,0.998371569519613,0.906899189547866
GJ_Vadodara,0.8474676485569609,0.9341395602803686,0.907217384415885
MP_Dhar,0.8752331690628437,0.9643604664225213,0.90757885618195
OR_Kendujhar,0.8967393694208698,0.9875993809067312,0.9079991206531122
MP_Shivpuri,0.7975472637221864,0.8765594507471773,0.9098610060531078
BR_Saran,0.8679270441306901,0.9536390021657872,0.9101211697084131
MP_Barwani,0.8942072784523788,0.9816984585466296,0.9108777452663229
MP_Indore,0.8462071899477535,0.9278918256770456,0.9119675015245552
JK_Doda,0.8381755842280971,0.9188077194920451,0.9122426449480369
UP_Firozabad,0.7988257072119572,0.8754277254689402,0.9124976099929327
JK_Samba,0.8088818733395815,0.8855869066483764,0.9133850865082282
MH_Sindhudurg,0.946519607365312,1.0359114565861234,0.9137070560881673
MH_Mumbai,0.7794930026808436,0.8526654011186238,0.9141839245010009
UP_Saharanpur,0.8137907130158659,0.8899572870924581,0.9144154723139211
TN_Tirunelveli,0.9369652879360711,1.0232814258813132,0.9156477037869604
PB_Rupnagar,0.8379780869799018,0.9151209141642307,0.9157020389433647
MP_Sheopur,0.8258939401290573,0.9013029874179068,0.9163332992994012
MH_Nandurbar,0.8969979277731531,0.9783417549839769,0.9168554068182891
UP_Muzaffarnagar,0.8158573313034583,0.8890525085322831,0.9176705801666752
TN_Tiruppur,0.9086791050098442,0.9893544884721773,0.9184565447447284
CT_Raipur,0.9040929270067886,0.9841323004844287,0.9186701082382505
UP_Hardoi,0.7973035921559044,0.8676492464778899,0.9189238570683435
OR_Bhadrak,0.9021218032199544,0.9813445400257806,0.9192712308729561
WB_Purulia,0.8805838642202887,0.9573298793049547,0.9198332604635869
MH_Latur,0.8533282890981089,0.9276717407355043,0.9198601742697775
MP_Neemuch,0.8782042050691244,0.9544803893501288,0.920086169258084
GJ_Panchmahal,0.8735898297630458,0.9485346315001048,0.9209888608721286
MP_Rajgarh,0.8808805461074662,0.956201626905185,0.9212288719467036
MP_Gwalior,0.7966984450904158,0.8636941027783408,0.92243126649538
MP_Harda,0.8624700087802084,0.9348421845216696,0.9225835366228239
CH_Chandigarh,0.7546814967151012,0.8176636017793454,0.9229730846191677
MH_Akola,0.8729210166318669,0.945553846582877,0.9231848823697384
ML_West Garo Hills,0.9088941267016211,0.9844921782211816,0.923211120218188
RJ_Chittorgarh,0.8976302388452999,0.971903964779084,0.923579151206913
MP_Vidisha,0.8274736742244568,0.8957064223044617,0.9238224195105618
MZ_Serchhip,0.9026448879168945,0.976713037654866,0.9241659045364925
WB_Malda,0.8737413496218063,0.9443164918468605,0.925263253544343
MH_Jalna,0.8676291776665316,0.9368248089667248,0.9261381310167128
RJ_Bikaner,0.8393018793263263,0.9051701280060219,0.9272310843655488
UP_Kasganj,0.8163688348820586,0.8801162052698043,0.9275693709466427
OR_Sundargarh,0.9025008341929701,0.9728058412265219,0.9277296619180343
OR_Puri,0.893484723762356,0.9629873581547991,0.9278260157790456
AR_West Siang,0.8634399308556612,0.9301677898500894,0.9282625567961428
CT_Dakshin Bastar Dantewada,0.9472377077333615,1.0202694005497044,0.92841920694966
UP_Lalitpur,0.8409431562691617,0.905727046805749,0.928473052930171
UP_Unnao,0.8426118358780197,0.9068718418096703,0.9291410285675876
MP_Anuppur,0.9072181420488041,0.9762841783737873,0.9292562167298177
TR_Dhalai,0.8774235539287399,0.9441874331770704,0.9292895913434491
MH_Hingoli,0.8754362880458619,0.9418714353102621,0.9294647392693083
MP_Bhind,0.7784129110500504,0.8374255402479168,0.9295308939581709
MP_Burhanpur,0.8837113477580097,0.9506800444783066,0.92955706064384
UP_Mirzapur,0.8402849421624928,0.9027403753099515,0.9308157307952301
WB_Howrah,0.8754035821098423,0.9393762603371135,0.9318987705689801
PB_Moga,0.8325289089994973,0.8933411925768178,0.9319271471161996
UP_Chitrakoot,0.8197904019426161,0.8792695382598001,0.9323539213755753
UP_Jalaun,0.8069511190570297,0.8651240712863595,0.9327576770083024
TN_Cuddalore,0.9206014587702118,0.9866737516362392,0.9330353191655731
MH_Thane,0.8272536894527837,0.8857631560910187,0.9339445694530302
CT_Bastar,0.9557925691082125,1.0232287787746945,0.9340946901950548
MH_Jalgaon,0.864563831872343,0.9249951646631306,0.9346684879019926
Assam,0.8958963376813452,0.9577582478885868,0.9354096815729664
MP_Sehore,0.8585993633673783,0.917872650981436,0.9354231901880073
Sikkim,0.8329395722892404,0.8899216887980933,0.935969515940429
JK_Jammu,0.8241817771158746,0.8799686909037737,0.9366035242337962
HR_Jhajjar,0.8075738200418507,0.8621846747508584,0.9366599102161167
CT_Uttar Bastar Kanker,0.942579973327,1.0060668884496087,0.9368959302294059
BR_Jamui,0.8636920135511355,0.9217052520347924,0.9370587957966122
UP_Meerut,0.8304148011476644,0.8861849668874535,0.9370671272661388
PB_Kapurthala,0.8551796851266106,0.9121439512468597,0.9375490392252435
KL_Kozhikode,1.0296966322866736,1.0981745031415242,0.9376439075402339
RJ_Sawai Madhopur,0.8410867238409007,0.897005955703655,0.937660133127111
RJ_Jhalawar,0.8872352561504631,0.9460009956656825,0.9378798333358337
OR_Nuapada,0.9581233060219945,1.0213867970141939,0.9380611819370128
BR_Gaya,0.8794369972755316,0.9374763408610206,0.938089804450763
WB_Murshidabad,0.8994136472101213,0.9582857807608632,0.9385651600673878
UP_Bijnor,0.8613974485004585,0.9168666703101943,0.9395013216142218
AR_East Siang,0.9204662031232189,0.9796871258679862,0.9395511881486668
GJ_Narmada,0.9025164508695129,0.9605594414884784,0.9395737649207608
MH_Satara,0.9287145452776558,0.9881238408781329,0.9398766701674957
HP_Kinnaur,0.7697297691284463,0.8188717593893922,0.9399881731205512
UP_Bahraich,0.8381327185168757,0.8915132405292306,0.9401236912862151
RJ_Pali,0.9279699803642174,0.9870580112383,0.9401372257746488
AR_West Kameng,0.7710379942994715,0.8188061965117539,0.9416611618038766
RJ_Kota,0.8584885796676889,0.9105841292411285,0.9427888671672154
MP_Balaghat,0.9624906872158525,1.020591846379269,0.9430711117578093
MP_Dewas,0.8886702290435724,0.9416372077545542,0.9437501213049049
RJ_Jodhpur,0.864937457173832,0.9164776436540245,0.9437627455104085
Telangana,0.9323686809707653,0.987902335269874,0.9437862910973501
MP_Jhabua,0.9346913671365661,0.9902955790323927,0.9438508935381122
JH_Giridih,0.8915721118108249,0.9437865730650553,0.9446755625218761
WB_Hooghly,0.9078954619095027,0.9608616053204427,0.9448764076765497
JK_Rajouri,0.8127771020520266,0.8601799328798816,0.9448919592100337
MH_Nanded,0.8918488423093792,0.9428591246044247,0.9458982991584806
BR_Muzaffarpur,0.8508959658053418,0.8995322249640653,0.9459316099980004
PB_Barnala,0.8283074354818359,0.8755456314838027,0.9460471341488949
MP_Morena,0.7948340748093268,0.8400774229537717,0.9461438351891828
PB_Jalandhar,0.8662836931622613,0.9154461492249026,0.9462967252587532
OR_Kendrapara,0.9532493617660309,1.0065936301047347,0.947005160033495
MZ_Lawngtlai,0.8956119040388704,0.945477648146009,0.9472586748032378
UP_Fatehpur,0.8540435323111819,0.9012718798430298,0.9475981126360301
RJ_Barmer,0.8553305888061883,0.901905886099712,0.9483590272429218
KL_Kasaragod,1.0242409525747125,1.0797772238245154,0.9485669173006852
GJ_Bhavnagar,0.8854433819657931,0.9328701295999667,0.9491603963624484
KL_Kannur,1.0780208493996144,1.1355212172202538,0.9493621370092936
HP_Sirmaur,0.8715103028047816,0.9177564072402448,0.9496096087473491
RJ_Dausa,0.860543265191823,0.9053786079761059,0.9504789019871936
OR_Subarnapur,0.9126662315142644,0.9600368761885183,0.9506574738437944
MP_Hoshangabad,0.8685379738047855,0.9135226791013141,0.9507568817658881
HR_Sonipat,0.8137639951290448,0.8558848789003953,0.9507867415236199
MH_Nagpur,0.9045367352905521,0.9512028427970943,0.9509398990342413
KA_Bengaluru Urban,0.8708096281317157,0.9156281899176552,0.9510515706271886
RJ_Alwar,0.8511917865236092,0.894858036973202,0.9512031532987165
MZ_Mamit,0.8814162928466254,0.9265637547961095,0.9512743060412299
MP_Datia,0.8302977248568545,0.8725238422780056,0.9516046262863074
UP_Budaun,0.8289803871683974,0.8711112488876941,0.9516354980226776
MH_Washim,0.8854134450973492,0.9299631469832437,0.952095196427502
MH_Amravati,0.9055496210797964,0.950639803129187,0.9525685944340129
MH_Parbhani,0.9025716497357632,0.9473373847932377,0.9527457315882821
MP_Narsinghpur,0.8775358199886317,0.9195407956962782,0.9543196170259741
OR_Balasore,0.9135862392644681,0.9569526398923247,0.9546828141539626
MH_Buldhana,0.8919398187913884,0.9335641017973025,0.9554135780009334
MP_Seoni,0.9398452593674319,0.9818546040331725,0.95721429171572
OR_Malkangiri,0.9762330645679115,1.0195768450451874,0.9574884613279395
MP_Ujjain,0.9150556312301354,0.9550187003893578,0.9581546736802855
JH_Dumka,0.9359076540070029,0.9766856041907873,0.9582486421333403
HR_Rohtak,0.8308143559846967,0.8667426589196786,0.9585479005039818
JH_Simdega,0.9557664332352245,0.9965369003259975,0.9590878500560935
PB_Faridkot,0.8550663279706463,0.8903055367632878,0.960418971535599
DN_Daman,0.5125454858379229,0.5335675723373362,0.9606008918283314
DN_Diu,0.990425080112737,1.030808829264488,0.9608232409295855
MH_Dhule,0.9093478496959166,0.9457321463979712,0.9615279052947157
NL_Mokokchung,0.8896906325613549,0.9251968503937008,0.9616230666833369
GJ_Dahod,0.952564407820419,0.9904402840590614,0.9617585463270759
GJ_Sabarkantha,0.9158471087333598,0.9518795143345569,0.9621460436341183
MP_Damoh,0.8775287300243312,0.910062806610936,0.9642507348391026
WB_Purba Bardhaman,0.9127584523306653,0.9454950718308478,0.9653762135039038
MP_Shajapur,0.9058388857111939,0.9380425869932866,0.9656692545427864
MP_Khandwa,0.9109000387391136,0.9427623608060753,0.9662032306426415
UP_Bulandshahr,0.8673425708296029,0.896302418087424,0.9676896472960353
MP_Khargone,0.9340002498534513,0.9651712636695655,0.9677041629921693
OR_Mayurbhanj,0.9737285879116002,1.0058206689470655,0.9680936353504641
MP_Jabalpur,0.8994617193141939,0.9285457042241392,0.9686779177614667
UP_Mahoba,0.8508316363846838,0.8782952152638102,0.968730811233126
AR_Anjaw,0.813693839117568,0.839489006691579,0.9692727750233805
BR_Munger,0.8493028111251958,0.8761153350771768,0.9693961252834148
MZ_Lunglei,0.9191165739674715,0.9474731876802065,0.9700713285806395
PB_Fatehgarh Sahib,0.8451977222896983,0.8708614535762714,0.9705306381615781
GJ_Surendranagar,0.9053909471197038,0.9301408809814522,0.9733911987228934
RJ_Baran,0.9048883919608854,0.9288029718666446,0.9742522573353772
TR_North Tripura,0.9420490728600862,0.9666354928300176,0.9745649521952171
PB_Shahid Bhagat Singh Nagar,0.9304384832926059,0.9544449090462223,0.9748477617449854
RJ_Tonk,0.9282419209349753,0.9520062186184999,0.9750376654912926
GJ_Anand,0.9018344075359445,0.9248517324856699,0.9751124162487503
CT_Kabeerdham,0.9734657675643268,0.9961413199112746,0.9772366110172325
UP_Baghpat,0.8422135200348088,0.8613110117559672,0.9778274148820829
UP_Hathras,0.852085196325502,0.8713759991006151,0.9778616776282293
MP_Mandla,0.9866885326779621,1.0083023652507652,0.9785641358012408
RJ_Pratapgarh,0.9620213393793493,0.9825468767133302,0.9791098645566512
RJ_Udaipur,0.9389612109018783,0.9583980352322982,0.979719465591654
MH_Sangli,0.9461095754083695,0.9656529649070019,0.9797614772502515
HR_Hisar,0.8549021599194697,0.87205038419343,0.9803357413920288
BR_Nawada,0.9205101163446812,0.9386809100979498,0.9806422038013188
WB_South 24 Parganas,0.9376885905749406,0.9555330925602655,0.9813250821721807
PB_Hoshiarpur,0.9439445724125818,0.9610793800684007,0.9821712878132924
BR_Katihar,0.9030921533452927,0.9188774266915767,0.9828211327346249
RJ_Bhilwara,0.956561522775761,0.973008906102548,0.983096369186724
JK_Kathua,0.8755525890672007,0.8902728842196934,0.9834654122197659
GJ_Mehsana,0.9110594333849311,0.9261954340665581,0.983657875946148
AR_Upper Siang,0.8747741377955849,0.8888710626236697,0.9841406415161328
KA_Dharwad,0.9556214013231775,0.9707759019895306,0.9843892904270748
CT_Koriya,0.9543935154077111,0.9684618073293362,0.9854735707539978
PB_Gurdaspur,0.8824095835831268,0.8953412330521509,0.9855567363686122
CT_Raigarh,0.977412280331514,0.991240580158288,0.9860495019033968
