districtid,vaccinateddose1ratio,vaccinateddose2ratio
RJ_Jaisalmer,0.42203311146571454,0.11999659660346997
MH_Nagpur,0.42391088991892245,0.15011077516831164
RJ_Bikaner,0.4241538585842178,0.15017912913922832
GJ_Patan,0.4243525876401133,0.13602989877460867
MP_Betul,0.425779598593847,0.08503315428453904
MP_Hoshangabad,0.4292681354976437,0.09123051516494139
GJ_Surendranagar,0.4294532497318177,0.07662327161913786
BR_Patna,0.4299326963508388,0.14731491924675408
KL_Palakkad,0.4304688295169922,0.14985262999059765
OR_Ganjam,0.43050174396314456,0.13284354827146602
KA_Kodagu,0.4320717594888543,0.1588241340693466
GJ_Banaskantha,0.4332031407726824,0.1567688060846542
RJ_Tonk,0.43461809605959506,0.11895089515002188
RJ_Jhalawar,0.4351657431744369,0.09949409302763958
MP_Burhanpur,0.4354757622580811,0.10754281537038479
MP_Ratlam,0.43675660741861727,0.08380014968362325
MP_Khandwa,0.4369224028499436,0.07161269589736662
MP_Dewas,0.4371627822205453,0.07609378946930867
AP_Visakhapatnam,0.4372066399275251,0.14523856747873076
MP_Dindori,0.4395180291941793,0.06294320704475646
RJ_Sikar,0.44043568730523996,0.1660884170926814
OR_Jharsuguda,0.44051388685170967,0.096736007454638
RJ_Pratapgarh,0.4412235783224712,0.09133166176565481
PY_Puducherry,0.4419877992200027,0.1316171362222776
MP_Sagar,0.4420654054013146,0.09679170285958381
RJ_Bundi,0.4421175148932493,0.14441995992460208
OR_Nuapada,0.4438433636640661,0.07105058799243752
RJ_Jaipur,0.4449740106589349,0.15307798854784765
CT_Rajnandgaon,0.4452405875093437,0.11122980249594537
RJ_Jhunjhunu,0.446058927163443,0.16278038132093614
JK_Pulwama,0.44617443437299265,0.12714474341588752
MP_Narsinghpur,0.44653222866793546,0.0799365116581521
GJ_Tapi,0.4469147061666225,0.13382410888426832
KA_Bengaluru Rural,0.4469802396351684,0.1198307032937978
KA_Kolar,0.4469946322607184,0.10470378501445912
MP_Rajgarh,0.4472724402806547,0.06581386893895384
GJ_Valsad,0.447384559102011,0.15782990693436863
CT_Mahasamund,0.4475451075473927,0.13993942410293256
KA_Ramanagara,0.44786428679630086,0.16981607853424419
MP_Datia,0.44853537446266556,0.07356301969866057
GJ_Kutch,0.449748156517176,0.12700137786272128
GJ_Anand,0.45036017288298386,0.14361615963722288
TN_Coimbatore,0.45078910193476374,0.10626582360842615
JK_Kishtwar,0.45247425182924716,0.13149339390366543
JK_Shopiyan,0.45405029769171534,0.1607610390098229
RJ_Kota,0.4578127066233251,0.16673739911656196
PB_Hoshiarpur,0.45824942881903413,0.1487364689198771
GJ_Rajkot,0.4597156883927121,0.1424083954036185
JK_Jammu,0.462984604806145,0.2132143496749584
JK_Ganderbal,0.46633338488330656,0.143874854595456
MP_Neemuch,0.4715150223892251,0.0969969748216549
UT_Haridwar,0.4756985477316705,0.11636396529452155
KA_Dakshina Kannada,0.4765025131014826,0.14932603513795858
MP_Shahdol,0.476752312011579,0.07260640318630325
GJ_Mehsana,0.476873454594057,0.1753679491160966
GJ_Navsari,0.4786413491447515,0.17248238663369614
UT_Pauri Garhwal,0.4792941939933447,0.18227598720155513
KA_Mysuru,0.4795378536129927,0.16772032639738338
KL_Alappuzha,0.4835061183228224,0.21087006277408146
JK_Rajouri,0.48412630464730744,0.09147358016235611
MZ_Mamit,0.48616321615487934,0.1500856838497522
KL_Kozhikode,0.48823847897785466,0.18983939632432825
RJ_Ajmer,0.488426094403055,0.16150042662710623
KL_Kannur,0.48896810665702733,0.20002552513809932
UT_Udham Singh Nagar,0.4894930080744641,0.11015390847970347
JK_Doda,0.49148647593770733,0.10495052886304204
KL_Kasaragod,0.49243637058992257,0.21545998661439908
AR_Upper Dibang Valley,0.49387806096951525,0.15517241379310345
AR_Upper Siang,0.4956115515288788,0.18001132502831257
JK_Kathua,0.49575867690835207,0.13337010390389903
MH_Mumbai,0.49606148280557094,0.16681335626250715
GJ_Narmada,0.49654495957119893,0.20004506206197897
UT_Tehri Garhwal,0.49683567312026705,0.16338170167595417
KL_Kollam,0.49986738130247116,0.19186453540767442
JK_Kulgam,0.5008139312999579,0.14320950426754428
GJ_Vadodara,0.5042080109928255,0.1619946197762353
MP_Gwalior,0.505886214614308,0.12510457491894827
AR_Changlang,0.50999149946703,0.11405556380122246
KA_Udupi,0.5113155608177951,0.18741065824330855
UT_Almora,0.5129781881620418,0.1877572264363717
KL_Thrissur,0.5139407920030757,0.20219595027553505
UT_Pithoragarh,0.5141207060249586,0.16375592370495554
OR_Sambalpur,0.5145706604271063,0.10736538984284875
AR_Anjaw,0.5165115509991969,0.12042330042046583
AR_East Siang,0.5173161045820146,0.16207390086076562
MP_Sehore,0.5299367360820906,0.1019451977073693
MP_Jabalpur,0.5299658302375402,0.13864187271570652
JK_Punch,0.531678672916208,0.09440372455880965
TN_Nilgiris,0.5333100351648232,0.14034381569607585
MZ_Kolasib,0.5338216901911739,0.1688880948126973
GJ_Bharuch,0.5341108007058586,0.14386993325033415
GJ_Surat,0.5360038491630603,0.15995239193057037
KL_Kottayam,0.5395758326829745,0.21238195417591138
