districtid,monthid,dose1,dose2
MP_Ratlam,6,159924,41108
MP_Ratlam,7,266382,43724
MP_Rewa,1,14145,0
MP_Rewa,2,22272,9594
MP_Rewa,3,205724,13088
MP_Rewa,4,34440,28890
MP_Rewa,5,135634,7720
MP_Rewa,6,189448,52249
MP_Rewa,7,259543,56981
MP_Sagar,1,13279,0
MP_Sagar,2,13607,8033
MP_Sagar,3,248924,10142
MP_Sagar,4,58991,32501
MP_Sagar,5,170294,14849
MP_Sagar,6,197261,84481
MP_Sagar,7,349078,80209
MP_Satna,1,12167,0
MP_Satna,2,11557,8156
MP_Satna,3,143116,7696
MP_Satna,4,32370,22098
MP_Satna,5,81057,6289
MP_Satna,6,158957,35700
MP_Satna,7,298523,62862
MP_Sehore,1,9155,0
MP_Sehore,2,13078,6053
MP_Sehore,3,117556,7419
MP_Sehore,4,26122,20707
MP_Sehore,5,97353,5416
MP_Sehore,6,218475,37368
MP_Sehore,7,213184,56721
MP_Seoni,1,9740,0
MP_Seoni,2,8084,6473
MP_Seoni,3,90795,6405
MP_Seoni,4,8349,14363
MP_Seoni,5,58772,5155
MP_Seoni,6,130561,28987
MP_Seoni,7,240500,33413
MP_Shahdol,1,7368,0
MP_Shahdol,2,6849,4576
MP_Shahdol,3,99042,4690
MP_Shahdol,4,20623,7351
MP_Shahdol,5,116769,3054
MP_Shahdol,6,171168,29253
MP_Shahdol,7,86429,28479
MP_Shajapur,1,7446,0
MP_Shajapur,2,8404,4672
MP_Shajapur,3,56288,2838
MP_Shajapur,4,15660,10559
MP_Shajapur,5,48899,4221
MP_Shajapur,6,84261,21150
MP_Shajapur,7,195592,33255
MP_Sheopur,1,4012,0
MP_Sheopur,2,4772,2304
MP_Sheopur,3,27244,2816
MP_Sheopur,4,12045,4578
MP_Sheopur,5,37146,2126
MP_Sheopur,6,69335,8566
MP_Sheopur,7,43259,7621
MP_Shivpuri,1,9709,0
MP_Shivpuri,2,11193,6303
MP_Shivpuri,3,80459,7558
MP_Shivpuri,4,27494,11542
MP_Shivpuri,5,111218,4244
MP_Shivpuri,6,163538,25773
MP_Shivpuri,7,176782,25258
MP_Sidhi,1,6877,0
MP_Sidhi,2,4715,5077
MP_Sidhi,3,61561,2717
MP_Sidhi,4,9370,4541
MP_Sidhi,5,35575,2641
MP_Sidhi,6,100237,14501
MP_Sidhi,7,174792,17978
MP_Singrauli,1,6876,0
MP_Singrauli,2,5854,4571
MP_Singrauli,3,62182,2924
MP_Singrauli,4,12521,6529
MP_Singrauli,5,52298,1825
MP_Singrauli,6,121384,22154
MP_Singrauli,7,148056,20768
MP_Tikamgarh,1,7375,0
MP_Tikamgarh,2,5623,4615
MP_Tikamgarh,3,74581,2697
MP_Tikamgarh,4,28235,8180
MP_Tikamgarh,5,45366,6173
MP_Tikamgarh,6,133876,30609
MP_Tikamgarh,7,250028,42520
MP_Ujjain,1,16810,0
MP_Ujjain,2,20003,10051
MP_Ujjain,3,214601,9112
MP_Ujjain,4,41898,41657
MP_Ujjain,5,205050,20570
MP_Ujjain,6,344060,84479
MP_Ujjain,7,269495,101661
MP_Umaria,1,3301,0
MP_Umaria,2,2215,2156
MP_Umaria,3,35671,1960
MP_Umaria,4,8913,3501
MP_Umaria,5,29193,830
MP_Umaria,6,71862,11195
MP_Umaria,7,98124,15008
MP_Vidisha,1,11188,0
MP_Vidisha,2,14923,6738
MP_Vidisha,3,91774,7940
MP_Vidisha,4,22422,13464
MP_Vidisha,5,50659,4664
MP_Vidisha,6,176571,33610
MP_Vidisha,7,205318,35051
MZ_Aizawl,1,4840,2
MZ_Aizawl,2,13782,4952
MZ_Aizawl,3,21130,7321
MZ_Aizawl,4,69738,8472
MZ_Aizawl,5,35729,370
MZ_Aizawl,6,138652,31646
MZ_Aizawl,7,19318,48774
MZ_Champhai,1,1037,0
MZ_Champhai,2,3131,979
MZ_Champhai,3,2428,2219
MZ_Champhai,4,20702,1379
MZ_Champhai,5,3552,302
MZ_Champhai,6,31576,622
MZ_Champhai,7,7363,19677
MZ_Kolasib,1,591,0
MZ_Kolasib,2,2469,624
MZ_Kolasib,3,3914,2120
MZ_Kolasib,4,9802,1563
MZ_Kolasib,5,5460,23
MZ_Kolasib,6,18467,3037
MZ_Kolasib,7,4114,6812
MZ_Lawngtlai,1,520,0
MZ_Lawngtlai,2,1529,578
MZ_Lawngtlai,3,3955,587
MZ_Lawngtlai,4,6678,1632
MZ_Lawngtlai,5,4093,69
MZ_Lawngtlai,6,14926,2609
MZ_Lawngtlai,7,8058,4714
MZ_Lunglei,1,1272,73
MZ_Lunglei,2,7210,1267
MZ_Lunglei,3,7505,1383
MZ_Lunglei,4,16279,5083
MZ_Lunglei,5,8008,633
MZ_Lunglei,6,38776,10590
MZ_Lunglei,7,8544,11907
MZ_Mamit,1,597,0
MZ_Mamit,2,3423,567
MZ_Mamit,3,3205,1602
MZ_Mamit,4,8328,1761
MZ_Mamit,5,2833,9
MZ_Mamit,6,18361,2121
MZ_Mamit,7,5240,6902
MZ_Saiha,1,531,0
MZ_Saiha,2,1652,409
MZ_Saiha,3,3522,1527
MZ_Saiha,4,3380,698
MZ_Saiha,5,2996,10
MZ_Saiha,6,15427,2487
MZ_Saiha,7,5503,2892
MZ_Serchhip,1,985,0
MZ_Serchhip,2,2283,731
MZ_Serchhip,3,3794,1642
MZ_Serchhip,4,8623,1933
MZ_Serchhip,5,4222,28
MZ_Serchhip,6,19163,3499
MZ_Serchhip,7,1668,7060
Manipur,1,21307,169
Manipur,2,48543,9873
Manipur,3,26720,36457
Manipur,4,204036,23092
Manipur,5,171711,1975
Manipur,6,380325,22933
Manipur,7,321441,171851
NL_Dimapur,1,1408,0
NL_Dimapur,2,8412,1657
NL_Dimapur,3,14541,7127
NL_Dimapur,4,27540,5722
NL_Dimapur,5,34620,135
NL_Dimapur,6,94120,14401
NL_Dimapur,7,49456,19736
NL_Kiphire,1,258,0
NL_Kiphire,2,1808,221
NL_Kiphire,3,1347,1192
NL_Kiphire,4,1574,696
NL_Kiphire,5,1465,9
NL_Kiphire,6,3438,335
NL_Kiphire,7,2862,1218
NL_Kohima,1,2271,78
NL_Kohima,2,5367,1816
NL_Kohima,3,7335,3347
NL_Kohima,4,11729,3451
NL_Kohima,5,19098,91
NL_Kohima,6,39451,7585
NL_Kohima,7,12548,8965
NL_Longleng,1,113,0
NL_Longleng,2,937,171
NL_Longleng,3,2340,736
NL_Longleng,4,3215,1214
NL_Longleng,5,4187,18
NL_Longleng,6,7957,1808
NL_Longleng,7,1054,2098
NL_Mokokchung,1,1489,0
NL_Mokokchung,2,2464,1223
NL_Mokokchung,3,9832,1576
NL_Mokokchung,4,9140,1852
NL_Mokokchung,5,8996,87
NL_Mokokchung,6,23640,8794
NL_Mokokchung,7,10187,8363
NL_Mon,1,1088,0
NL_Mon,2,1233,1042
NL_Mon,3,6322,1074
NL_Mon,4,11003,1409
NL_Mon,5,13253,34
NL_Mon,6,18733,5800
NL_Mon,7,13074,8783
NL_Peren,1,325,0
NL_Peren,2,1460,512
NL_Peren,3,2239,679
NL_Peren,4,2238,831
NL_Peren,5,4700,136
NL_Peren,6,4523,1717
NL_Peren,7,2073,1826
NL_Phek,1,592,0
NL_Phek,2,2429,737
NL_Phek,3,4260,1964
NL_Phek,4,3714,2008
NL_Phek,5,8235,60
NL_Phek,6,6990,2442
NL_Phek,7,3113,2401
NL_Tuensang,1,416,45
NL_Tuensang,2,2706,457
NL_Tuensang,3,3856,1514
NL_Tuensang,4,3987,1388
NL_Tuensang,5,4915,13
NL_Tuensang,6,11023,2955
NL_Tuensang,7,7855,3124
NL_Wokha,1,464,0
NL_Wokha,2,1071,689
NL_Wokha,3,6562,541
NL_Wokha,4,4887,2553
NL_Wokha,5,6550,23
NL_Wokha,6,8824,4725
NL_Wokha,7,4278,3503
NL_Zunheboto,1,751,0
NL_Zunheboto,2,2061,596
NL_Zunheboto,3,3337,1091
NL_Zunheboto,4,3829,1390
NL_Zunheboto,5,9239,131
NL_Zunheboto,6,12881,1736
NL_Zunheboto,7,4369,3217
OR_Angul,1,9981,0
OR_Angul,2,6736,7934
OR_Angul,3,66615,4282
OR_Angul,4,26523,16937
OR_Angul,5,61064,1128
OR_Angul,6,108957,22862
OR_Angul,7,96185,29817
OR_Balangir,1,11695,0
OR_Balangir,2,9444,8238
OR_Balangir,3,80101,7973
OR_Balangir,4,29155,24206
OR_Balangir,5,40505,1166
OR_Balangir,6,115664,18136
OR_Balangir,7,255354,33416
OR_Balasore,1,11395,0
OR_Balasore,2,38390,10421
OR_Balasore,3,205649,18360
OR_Balasore,4,70008,60838
OR_Balasore,5,99660,4015
OR_Balasore,6,109549,66102
OR_Balasore,7,154874,104853
OR_Bargarh,1,11156,0
OR_Bargarh,2,12456,10708
OR_Bargarh,3,118633,6629
OR_Bargarh,4,21639,24379
OR_Bargarh,5,71190,1211
OR_Bargarh,6,75492,33339
OR_Bargarh,7,118345,33273
OR_Bhadrak,1,7910,0
OR_Bhadrak,2,11981,4733
OR_Bhadrak,3,108617,6914
OR_Bhadrak,4,46062,32118
OR_Bhadrak,5,48297,3230
OR_Bhadrak,6,124307,38533
OR_Bhadrak,7,196232,40150
OR_Boudh,1,3810,0
OR_Boudh,2,3079,2008
OR_Boudh,3,33571,1527
OR_Boudh,4,10280,6681
OR_Boudh,5,9352,911
OR_Boudh,6,30948,8893
OR_Boudh,7,42551,8331
OR_Cuttack,1,26438,0
OR_Cuttack,2,29211,21762
OR_Cuttack,3,213401,19951
OR_Cuttack,4,81010,57144
OR_Cuttack,5,239316,2763
OR_Cuttack,6,181875,81680
OR_Cuttack,7,160503,101338
OR_Deogarh,1,3248,0
OR_Deogarh,2,2444,2138
OR_Deogarh,3,23826,1829
OR_Deogarh,4,6846,5419
OR_Deogarh,5,9571,911
OR_Deogarh,6,25637,5718
OR_Deogarh,7,45450,7075
OR_Dhenkanal,1,9183,0
OR_Dhenkanal,2,8530,5687
OR_Dhenkanal,3,76622,3455
OR_Dhenkanal,4,34203,15240
OR_Dhenkanal,5,41694,1929
OR_Dhenkanal,6,112479,31311
OR_Dhenkanal,7,137796,35910
OR_Gajapati,1,7459,0
OR_Gajapati,2,6087,5314
OR_Gajapati,3,38198,3812
OR_Gajapati,4,14788,11473
OR_Gajapati,5,18843,589
OR_Gajapati,6,57237,7035
OR_Gajapati,7,54718,15513
OR_Ganjam,1,28279,0
OR_Ganjam,2,52259,23851
OR_Ganjam,3,323896,20998
OR_Ganjam,4,141218,89073
OR_Ganjam,5,183804,5441
OR_Ganjam,6,591510,114115
OR_Ganjam,7,198288,215331
OR_Jagatsinghpur,1,7319,0
OR_Jagatsinghpur,2,9376,7118
OR_Jagatsinghpur,3,84934,4553
OR_Jagatsinghpur,4,30232,19333
OR_Jagatsinghpur,5,48932,2131
OR_Jagatsinghpur,6,57590,50924
OR_Jagatsinghpur,7,85391,34993
OR_Jajpur,1,12825,0
OR_Jajpur,2,16554,4313
OR_Jajpur,3,121588,9180
OR_Jajpur,4,36460,20942
OR_Jajpur,5,56379,4476
OR_Jajpur,6,119901,55126
OR_Jajpur,7,179188,55611
OR_Jharsuguda,1,7044,0
OR_Jharsuguda,2,7795,5634
OR_Jharsuguda,3,41611,4202
OR_Jharsuguda,4,14302,15385
OR_Jharsuguda,5,37453,532
OR_Jharsuguda,6,66499,12937
OR_Jharsuguda,7,80576,17369
OR_Kalahandi,1,10064,0
OR_Kalahandi,2,14726,7768
OR_Kalahandi,3,131536,10669
OR_Kalahandi,4,23839,29274
OR_Kalahandi,5,57742,1321
OR_Kalahandi,6,80902,22221
OR_Kalahandi,7,142768,52482
OR_Kandhamal,1,7019,0
OR_Kandhamal,2,9305,6070
OR_Kandhamal,3,56092,4998
OR_Kandhamal,4,21342,12035
OR_Kandhamal,5,24655,1113
OR_Kandhamal,6,51810,10753
OR_Kandhamal,7,56248,21591
OR_Kendrapara,1,7943,0
OR_Kendrapara,2,12736,7871
OR_Kendrapara,3,109060,5120
OR_Kendrapara,4,31865,24648
OR_Kendrapara,5,68385,4362
OR_Kendrapara,6,97177,41179
OR_Kendrapara,7,163304,50785
OR_Kendujhar,1,14904,1
OR_Kendujhar,2,10683,11307
OR_Kendujhar,3,129736,5192
OR_Kendujhar,4,32428,25612
OR_Kendujhar,5,63293,1399
OR_Kendujhar,6,121947,35088
OR_Kendujhar,7,195213,43457
OR_Khordha,1,33855,1
OR_Khordha,2,43566,22121
OR_Khordha,3,244141,48424
OR_Khordha,4,242707,140016
OR_Khordha,5,252964,201003
OR_Khordha,6,456682,224429
OR_Khordha,7,218950,374757
OR_Koraput,1,16747,1
OR_Koraput,2,32565,13479
OR_Koraput,3,117994,14185
OR_Koraput,4,34139,26673
OR_Koraput,5,63211,3570
OR_Koraput,6,87822,16031
OR_Koraput,7,170467,49109
OR_Malkangiri,1,7752,0
OR_Malkangiri,2,8907,6171
OR_Malkangiri,3,37091,3740
OR_Malkangiri,4,14483,9298
OR_Malkangiri,5,15067,766
OR_Malkangiri,6,43058,5251
OR_Malkangiri,7,52659,11496
OR_Mayurbhanj,1,20184,0
OR_Mayurbhanj,2,18533,14570
OR_Mayurbhanj,3,147722,11414
OR_Mayurbhanj,4,56833,39701
OR_Mayurbhanj,5,53715,2303
OR_Mayurbhanj,6,160236,35517
OR_Mayurbhanj,7,204482,57722
OR_Nabarangapur,1,8989,0
OR_Nabarangapur,2,14406,7740
OR_Nabarangapur,3,72825,5879
OR_Nabarangapur,4,19804,17201
OR_Nabarangapur,5,39560,975
OR_Nabarangapur,6,59395,9847
OR_Nabarangapur,7,126127,17197
OR_Nayagarh,1,6617,0
OR_Nayagarh,2,10157,6107
OR_Nayagarh,3,65871,1635
OR_Nayagarh,4,23139,17035
OR_Nayagarh,5,40179,1146
OR_Nayagarh,6,65854,29068
OR_Nayagarh,7,109793,28101
OR_Nuapada,1,5080,0
OR_Nuapada,2,3819,3637
OR_Nuapada,3,52022,3558
OR_Nuapada,4,5415,8780
OR_Nuapada,5,7640,894
OR_Nuapada,6,60517,8284
OR_Nuapada,7,136421,18215
OR_Puri,1,13276,0
OR_Puri,2,10125,8560
OR_Puri,3,143130,7448
OR_Puri,4,47262,29397
OR_Puri,5,138078,3652
OR_Puri,6,148817,65064
OR_Puri,7,168339,51882
OR_Rayagada,1,9778,0
OR_Rayagada,2,10159,7425
OR_Rayagada,3,74907,5584
OR_Rayagada,4,18776,20709
OR_Rayagada,5,24705,987
OR_Rayagada,6,69898,13226
OR_Rayagada,7,121434,21307
OR_Sambalpur,1,16766,0
OR_Sambalpur,2,14857,11089
OR_Sambalpur,3,80012,7766
OR_Sambalpur,4,33199,22854
OR_Sambalpur,5,144325,1402
OR_Sambalpur,6,147304,32756
OR_Sambalpur,7,99256,35911
OR_Subarnapur,1,4299,0
OR_Subarnapur,2,11307,4669
OR_Subarnapur,3,41359,5798
OR_Subarnapur,4,14274,10080
OR_Subarnapur,5,19902,475
OR_Subarnapur,6,43906,10030
OR_Subarnapur,7,104939,19141
OR_Sundargarh,1,19774,0
OR_Sundargarh,2,18575,11586
OR_Sundargarh,3,143105,11192
OR_Sundargarh,4,55652,28905
OR_Sundargarh,5,197821,1885
OR_Sundargarh,6,115384,61768
OR_Sundargarh,7,139262,67664
PB_Amritsar,1,12342,5
PB_Amritsar,2,25689,8061
PB_Amritsar,3,126400,88592
PB_Amritsar,4,237968,47165
PB_Amritsar,5,79281,4364
PB_Amritsar,6,133131,51482
PB_Amritsar,7,150601,63677
PB_Barnala,1,710,0
PB_Barnala,2,2594,551
PB_Barnala,3,19928,14480
PB_Barnala,4,51869,7569
PB_Barnala,5,15080,2885
PB_Barnala,6,35262,7895
PB_Barnala,7,34663,16002
PB_Bathinda,1,3196,0
PB_Bathinda,2,10141,2497
PB_Bathinda,3,40580,4700
PB_Bathinda,4,54595,18731
PB_Bathinda,5,37768,3098
PB_Bathinda,6,79491,21094
PB_Bathinda,7,73626,36300
PB_Faridkot,1,2673,2
PB_Faridkot,2,4448,1991
PB_Faridkot,3,31484,2569
PB_Faridkot,4,39304,10935
PB_Faridkot,5,14276,3319
PB_Faridkot,6,32701,13524
PB_Faridkot,7,43181,23092
PB_Fatehgarh Sahib,1,1008,0
PB_Fatehgarh Sahib,2,3464,786
PB_Fatehgarh Sahib,3,14881,1737
PB_Fatehgarh Sahib,4,27547,6593
PB_Fatehgarh Sahib,5,12895,2984
PB_Fatehgarh Sahib,6,76384,7626
PB_Fatehgarh Sahib,7,56832,21228
PB_Fazilka,1,826,0
PB_Fazilka,2,6975,644
PB_Fazilka,3,28178,2665
PB_Fazilka,4,38959,9005
PB_Fazilka,5,16435,4287
PB_Fazilka,6,49423,10040
PB_Fazilka,7,57068,21795
PB_Ferozepur,1,1580,0
PB_Ferozepur,2,7435,962
PB_Ferozepur,3,29852,3783
PB_Ferozepur,4,34510,12075
PB_Ferozepur,5,20664,741
PB_Ferozepur,6,41480,8559
PB_Ferozepur,7,45804,20308
PB_Gurdaspur,1,3842,0
PB_Gurdaspur,2,11277,2497
PB_Gurdaspur,3,173418,8557
PB_Gurdaspur,4,92470,60973
PB_Gurdaspur,5,33191,8092
PB_Gurdaspur,6,76147,43087
PB_Gurdaspur,7,131804,64341
PB_Hoshiarpur,1,5225,0
PB_Hoshiarpur,2,12348,3725
PB_Hoshiarpur,3,124129,5013
PB_Hoshiarpur,4,129443,46577
PB_Hoshiarpur,5,56734,8688
PB_Hoshiarpur,6,227624,69019
PB_Hoshiarpur,7,171567,102967
PB_Jalandhar,1,11335,17
PB_Jalandhar,2,15877,7889
PB_Jalandhar,3,203825,9893
PB_Jalandhar,4,145429,60069
PB_Jalandhar,5,79591,12749
PB_Jalandhar,6,177009,76075
PB_Jalandhar,7,182118,118936
PB_Kapurthala,1,2132,4
PB_Kapurthala,2,4367,1545
PB_Kapurthala,3,49892,3223
PB_Kapurthala,4,43853,12606
PB_Kapurthala,5,22964,4294
PB_Kapurthala,6,46088,18640
PB_Kapurthala,7,63400,38765
PB_Ludhiana,1,21564,0
PB_Ludhiana,2,37035,16097
PB_Ludhiana,3,267750,18207
PB_Ludhiana,4,176710,89728
PB_Ludhiana,5,152165,17692
PB_Ludhiana,6,252261,103518
PB_Ludhiana,7,302323,140257
PB_Mansa,1,1289,0
PB_Mansa,2,2391,760
PB_Mansa,3,12504,1625
PB_Mansa,4,36270,4496
PB_Mansa,5,10568,1760
PB_Mansa,6,37448,5188
PB_Mansa,7,34969,17146
PB_Moga,1,1012,2
PB_Moga,2,4788,722
PB_Moga,3,31535,3809
PB_Moga,4,40339,12048
PB_Moga,5,39558,1048
PB_Moga,6,57939,12183
PB_Moga,7,62209,24431
PB_Pathankot,1,2016,0
PB_Pathankot,2,6138,1136
PB_Pathankot,3,80633,3282
PB_Pathankot,4,45656,23119
PB_Pathankot,5,21299,3137
PB_Pathankot,6,49910,20207
PB_Pathankot,7,68473,36889
PB_Patiala,1,6246,0
PB_Patiala,2,13652,3656
PB_Patiala,3,102497,5889
PB_Patiala,4,108611,27422
PB_Patiala,5,50815,5097
PB_Patiala,6,109316,43833
PB_Patiala,7,178957,73813
PB_Rupnagar,1,1856,0
PB_Rupnagar,2,3364,1543
PB_Rupnagar,3,24693,1781
PB_Rupnagar,4,30264,8068
PB_Rupnagar,5,33507,2611
PB_Rupnagar,6,70403,12494
PB_Rupnagar,7,59026,23855
PB_S.A.S. Nagar,1,4851,0
PB_S.A.S. Nagar,2,15807,3597
PB_S.A.S. Nagar,3,70561,7228
PB_S.A.S. Nagar,4,212713,27783
PB_S.A.S. Nagar,5,152190,17597
PB_S.A.S. Nagar,6,97775,43891
PB_S.A.S. Nagar,7,90354,95599
PB_Sangrur,1,2380,30
PB_Sangrur,2,5838,1656
PB_Sangrur,3,46063,2509
PB_Sangrur,4,56684,12186
PB_Sangrur,5,28324,4460
PB_Sangrur,6,84223,21702
PB_Sangrur,7,76086,37970
PB_Shahid Bhagat Singh Nagar,1,1839,0
PB_Shahid Bhagat Singh Nagar,2,4064,1503
PB_Shahid Bhagat Singh Nagar,3,44431,2173
PB_Shahid Bhagat Singh Nagar,4,58737,12129
PB_Shahid Bhagat Singh Nagar,5,16692,5782
PB_Shahid Bhagat Singh Nagar,6,39044,16268
PB_Shahid Bhagat Singh Nagar,7,47978,30620
PB_Sri Muktsar Sahib,1,1055,2
PB_Sri Muktsar Sahib,2,3215,784
PB_Sri Muktsar Sahib,3,32787,1701
PB_Sri Muktsar Sahib,4,37902,7812
PB_Sri Muktsar Sahib,5,23684,3011
PB_Sri Muktsar Sahib,6,83456,14754
PB_Sri Muktsar Sahib,7,68037,26194
PB_Tarn Taran,1,3013,0
PB_Tarn Taran,2,6038,2238
PB_Tarn Taran,3,47829,3433
PB_Tarn Taran,4,37706,10671
PB_Tarn Taran,5,32032,2174
PB_Tarn Taran,6,59536,14281
PB_Tarn Taran,7,70650,27106
PY_Karaikal,1,365,0
PY_Karaikal,2,1894,339
PY_Karaikal,3,10694,7097
PY_Karaikal,4,20523,3437
PY_Karaikal,5,13772,398
PY_Karaikal,6,38045,10748
PY_Karaikal,7,22849,3940
PY_Mahe,1,545,36
PY_Mahe,2,1252,641
PY_Mahe,3,3652,1812
PY_Mahe,4,12519,2857
PY_Mahe,5,6312,60
PY_Mahe,6,6966,3391
PY_Mahe,7,4190,5867
PY_Puducherry,1,4178,12
PY_Puducherry,2,14472,2377
PY_Puducherry,3,79056,51905
PY_Puducherry,4,132204,29726
PY_Puducherry,5,75141,3501
PY_Puducherry,6,170745,53316
PY_Puducherry,7,75784,23415
RJ_Ajmer,1,25152,0
RJ_Ajmer,2,73499,21403
RJ_Ajmer,3,281795,36343
RJ_Ajmer,4,148369,86905
RJ_Ajmer,5,167334,21206
RJ_Ajmer,6,303608,84623
RJ_Ajmer,7,261873,166684
RJ_Alwar,1,30620,0
RJ_Alwar,2,123336,24102
RJ_Alwar,3,352559,42185
RJ_Alwar,4,245275,114107
RJ_Alwar,5,218301,23200
RJ_Alwar,6,282659,98964
RJ_Alwar,7,218502,227968
RJ_Banswara,1,15254,0
RJ_Banswara,2,49401,11890
RJ_Banswara,3,179056,25408
RJ_Banswara,4,43567,36696
RJ_Banswara,5,102762,6078
RJ_Banswara,6,149550,38359
RJ_Banswara,7,185369,75983
RJ_Baran,1,12258,0
RJ_Baran,2,37091,9698
RJ_Baran,3,114824,20011
RJ_Baran,4,44573,31908
RJ_Baran,5,56310,1738
RJ_Baran,6,105355,24026
RJ_Baran,7,118815,40240
RJ_Barmer,1,18118,0
RJ_Barmer,2,63229,12768
RJ_Barmer,3,286273,30576
RJ_Barmer,4,64555,52229
RJ_Barmer,5,147981,23167
RJ_Barmer,6,235529,59358
RJ_Barmer,7,183556,111360
RJ_Bharatpur,1,15245,0
RJ_Bharatpur,2,61484,11050
RJ_Bharatpur,3,230979,20204
RJ_Bharatpur,4,96693,43388
RJ_Bharatpur,5,146036,12334
RJ_Bharatpur,6,190750,61024
RJ_Bharatpur,7,227814,96845
RJ_Bhilwara,1,22189,0
RJ_Bhilwara,2,53465,17676
RJ_Bhilwara,3,256477,20825
RJ_Bhilwara,4,83566,42057
RJ_Bhilwara,5,210012,8515
RJ_Bhilwara,6,170140,66665
RJ_Bhilwara,7,166237,126969
RJ_Bikaner,1,20222,0
RJ_Bikaner,2,55601,13831
RJ_Bikaner,3,230214,38048
RJ_Bikaner,4,147185,93293
RJ_Bikaner,5,172769,14954
RJ_Bikaner,6,208824,54195
RJ_Bikaner,7,167858,140693
RJ_Bundi,1,10956,0
RJ_Bundi,2,45117,9781
RJ_Bundi,3,151038,18505
RJ_Bundi,4,50205,49697
RJ_Bundi,5,57176,2200
RJ_Bundi,6,81491,20226
RJ_Bundi,7,95168,60028
RJ_Chittorgarh,1,16810,0
RJ_Chittorgarh,2,52064,14062
RJ_Chittorgarh,3,184870,19826
RJ_Chittorgarh,4,46438,36385
RJ_Chittorgarh,5,101379,4039
RJ_Chittorgarh,6,102327,38049
RJ_Chittorgarh,7,142560,73724
RJ_Churu,1,12322,0
RJ_Churu,2,52664,10561
RJ_Churu,3,174344,29542
RJ_Churu,4,61165,41216
RJ_Churu,5,118800,7442
RJ_Churu,6,167560,43901
RJ_Churu,7,233973,113370
RJ_Dausa,1,8879,0
RJ_Dausa,2,30161,6746
RJ_Dausa,3,116985,12985
RJ_Dausa,4,45235,29230
RJ_Dausa,5,120628,8152
RJ_Dausa,6,159659,31677
RJ_Dausa,7,200204,53442
RJ_Dholpur,1,8145,0
RJ_Dholpur,2,32134,6383
RJ_Dholpur,3,132645,15108
RJ_Dholpur,4,43336,33344
RJ_Dholpur,5,69185,3167
RJ_Dholpur,6,109601,14999
RJ_Dholpur,7,93142,49867
RJ_Dungarpur,1,11461,0
RJ_Dungarpur,2,28357,9025
RJ_Dungarpur,3,127749,21003
RJ_Dungarpur,4,24371,21835
RJ_Dungarpur,5,76063,5064
RJ_Dungarpur,6,118956,32658
RJ_Dungarpur,7,153173,49342
RJ_Ganganagar,1,18022,0
RJ_Ganganagar,2,52121,13543
RJ_Ganganagar,3,166079,31202
RJ_Ganganagar,4,105360,43690
RJ_Ganganagar,5,110217,9839
RJ_Ganganagar,6,124662,38059
RJ_Ganganagar,7,165921,130665
RJ_Hanumangarh,1,9292,0
RJ_Hanumangarh,2,27862,6655
RJ_Hanumangarh,3,140857,5407
RJ_Hanumangarh,4,79799,31116
RJ_Hanumangarh,5,141178,5485
RJ_Hanumangarh,6,150199,49185
RJ_Hanumangarh,7,169088,116127
RJ_Jaipur,1,63426,0
RJ_Jaipur,2,131246,39978
RJ_Jaipur,3,589018,59408
RJ_Jaipur,4,511006,190633
RJ_Jaipur,5,561445,80689
RJ_Jaipur,6,614967,179177
RJ_Jaipur,7,477369,464437
RJ_Jaisalmer,1,9351,0
RJ_Jaisalmer,2,15555,7074
RJ_Jaisalmer,3,54319,11191
RJ_Jaisalmer,4,22342,16772
RJ_Jaisalmer,5,57485,3857
RJ_Jaisalmer,6,62824,14229
RJ_Jaisalmer,7,60852,27265
RJ_Jalore,1,11443,0
RJ_Jalore,2,54035,8908
RJ_Jalore,3,137448,18449
RJ_Jalore,4,43473,35273
RJ_Jalore,5,83465,7981
RJ_Jalore,6,182313,49123
RJ_Jalore,7,205819,56184
RJ_Jhalawar,1,14255,0
RJ_Jhalawar,2,70975,9847
RJ_Jhalawar,3,109425,19323
RJ_Jhalawar,4,34418,23894
RJ_Jhalawar,5,62325,8109
RJ_Jhalawar,6,167112,29683
RJ_Jhalawar,7,155565,49543
RJ_Jhunjhunu,1,15284,0
RJ_Jhunjhunu,2,92315,11512
RJ_Jhunjhunu,3,197021,20149
RJ_Jhunjhunu,4,128655,87875
RJ_Jhunjhunu,5,114853,8605
RJ_Jhunjhunu,6,154171,55398
RJ_Jhunjhunu,7,250949,164330
RJ_Jodhpur,1,39388,0
RJ_Jodhpur,2,77240,32495
RJ_Jodhpur,3,346775,40416
RJ_Jodhpur,4,163281,94755
RJ_Jodhpur,5,290408,21786
RJ_Jodhpur,6,283672,122878
RJ_Jodhpur,7,342993,248116
RJ_Karauli,1,9750,0
RJ_Karauli,2,38508,7371
RJ_Karauli,3,149566,13600
RJ_Karauli,4,42474,25728
RJ_Karauli,5,73446,3265
RJ_Karauli,6,131920,33260
RJ_Karauli,7,144675,59474
RJ_Kota,1,23767,0
RJ_Kota,2,38887,17277
RJ_Kota,3,245718,21781
RJ_Kota,4,111103,51862
RJ_Kota,5,146025,6620
RJ_Kota,6,114815,56201
RJ_Kota,7,212884,171566
RJ_Nagaur,1,24165,0
RJ_Nagaur,2,120222,20734
RJ_Nagaur,3,458201,57813
RJ_Nagaur,4,105368,122998
RJ_Nagaur,5,148043,10174
RJ_Nagaur,6,252866,105769
